Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,AppCategory,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,Location,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA01/2015/0926/F,20/11/2015,,20/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Industrial,Rural: Countryside, , ,"Retention of an 80m high measurement mast, guyed at 50.8m, with 6 no Anemometers, 2 no Wind Vanes and 1 no Data Logger for a period of 60 months",Land approx. 1 075m North West of 33 Craigmore Road  Coleraine,"282,795","422,126",Withdrawn,Withdrawn,,,20/04/2016,Q1,20.2,, 
LA01/2015/0927/F,20/11/2015,,20/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey extensions to side and rear of existing single storey dwelling (Amended scheme),1 Carneybaun Drive  Portrush,"286,703","439,440",Approved,Approved,27/07/2016,Q2,,,33.4,, 
LA01/2015/0929/F,18/11/2015,,18/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Detached 2 storey dwelling (chalet) with attached garage,Between 32 and 32b Coleraine Road  Garvagh,"284,178","416,554",Approved,Approved,22/08/2016,Q2,,,37.4,, 
LA01/2015/0930/A,18/11/2015,,18/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Consent to Display,Local,Other,Urban, , ,Fascia sign,1-9 Millburn Road  Coleraine,"284,826","432,624",Approved,Approved,26/08/2016,Q2,,,38.2,, 
LA01/2015/0935/O,23/11/2015,,23/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Two Storey rural dwelling and detached single storey garage.,35m South West of 126 Vow Road  Ballymoney.,"291,696","417,529",Refused,Refused,28/10/2016,Q3,,,46.4,, 
LA01/2015/0938/F,23/11/2015,,23/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Mixed Use,Rural: Settlement, , ,Proposed Two Shop Units with Two Apartments over to merge with Planning Permission C/2014/0495/F.,Nos 9 and 10  The Diamond  Kilrea. ( and part of the ground floor and first floor to the rear of nos. 11 and 12 ).,"292,574","412,469",Approved,Approved,05/04/2016,Q1,,,17.8,, 
LA01/2015/0942/RM,17/11/2015,,24/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed chalet bungalow with detached garage,Adjacent to 44 Drumeil Road  Aghadowey,"290,584","420,486",Approved,Approved,04/04/2016,Q1,,,17.4,, 
LA01/2015/0943/F,06/11/2015,,23/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Two-storey side extension with ground floor garage and bedroom above to existing dwelling (Amended plans).,47 Glentaisie Park  Portrush,"285,361","439,156",Approved,Approved,18/04/2016,Q1,,,19.6,, 
LA01/2015/0944/F,18/11/2015,,18/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Amendment to planning approval C/2014/0390/F; A single wind turbine to increase the blade length by 7m and hub height by 9m,Approx 510m North East of 60 Ballyvelton Road  Coleraine,"289,656","431,660",Approved,Approved,13/10/2016,Q3,,,44.8,, 
LA01/2015/0946/O,23/11/2015,,23/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Infill Site for Dwelling and Garage.,Lands between 144 and 148 Tartnakilly Road  Limavady.,"261,044","419,100",Approved,Approved,13/05/2016,Q1,,,23.2,, 
LA01/2015/0948/F,23/11/2015,,23/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Urban, , ,Removal of existing outdoor storage unit and replaced with 2 new outdoor steel clad storage units. Proposed storage units are sited in 2 different locations on the school site.,Limavady Grammar School  3 Ballyquin Road  Limavady.,"267,333","422,052",Approved,Approved,20/04/2016,Q1,,,20,, 
LA01/2015/0949/O,25/11/2015,,25/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed retention and conversion of existing school to dwelling house and garage to include refurbishment and extension. (amended scheme),Opposite 77 Moneybrannon Road  Aghadowey,"285,793","424,157",Approved,Approved,21/03/2017,Q4,,,65.4,, 
LA01/2015/0950/O,26/11/2015,,26/11/2015,Causeway Coast and Glens,EAST ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Farm Dwelling (Re-Approval of E/2009/0102/O).,Adjacent to 66 Clady Road  Cushendun.,"322,471","432,055",Approved,Approved,23/05/2016,Q1,,,23.8,, 
LA01/2015/0952/F,25/11/2015,,25/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban other, ,Replacement Dwelling for Domestic Purpose. Change of House Type from previously approved application C/2012/0084/F.,58 Burnside Road  Portstewart.,"281,883","436,950",Approved,Approved,29/07/2016,Q2,,,33.2,, 
LA01/2015/0953/RM,27/11/2015,,27/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Reserved Matters,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed Replacement Detached Dwelling with 6m Ridge Height and Domestic Garage.,806 Seacoast Road  Castlerock.,"274,230","436,002",Pending, ,,,,,,1,12 months and over
LA01/2015/0954/F,26/11/2015,,26/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Dwelling and Detached Garage.,Site North of 8 Leeke Road  Bushmiils.,"291,405","438,135",Approved,Approved,07/04/2016,Q1,,,17.6,, 
LA01/2015/0955/F,27/11/2015,,27/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement Dwelling,17 Shanaghy Road  Ballymoney.,"292,573","417,900",Approved,Approved,18/11/2016,Q3,,,48.6,, 
LA01/2015/0957/F,23/11/2015,,23/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Change of Use,Rural: Countryside, , ,"Proposed re-location of previously approved Vehicular Access under Planning, application E/2014/0240/F and extension of site curtilage to include additional lands under clients control.",285m East S.E. of 79 Whitepark Road  Ballycastle.,"308,929","443,087",Approved,Approved,10/05/2016,Q1,,,22.6,, 
LA01/2015/0963/O,30/11/2015,,30/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New Dwelling and Garage.,40m West of 8 Harbour Road  Ballintoy.,"303,937","444,714",Withdrawn,Withdrawn,,,17/05/2016,Q1,22.6,, 
LA01/2015/0964/O,24/11/2015,,24/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Demolish Existing Garages to provide site for two 2 Bedroom Dwellings. (amended plans),Existing Garages at Rear of 9-11 Castlecat Road  Bushmills.,"294,144","440,254",Refused,Refused,01/03/2017,Q4,,,63,, 
LA01/2015/0965/F,17/11/2015,,17/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban housing developments, ,Change of House Type approved in previous approval B/2004/0220/F. For Sites 53-59 and 79-89.,Land to rear of 157 to 169 Greystone Road  21 Broad Road and East of 30 147 and 149 Greystone Road  Limavady.,"268,750","423,059",Approved,Approved,10/05/2016,Q1,,,23.4,, 
LA01/2015/0967/F,27/11/2015,,27/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Major,Civic,Urban, , ,"Development of new school for Rossmar Co-Educational special school for 100 pupils on existing school site with school meals accommodation, associated playing grass pitch and playing areas, along with car parking, service area, landscaping and site works",Rossmar School  2 Ballyquin Road  Limavady,"267,552","422,229",Approved,Approved,30/11/2016,Q3,,,50.2,, 
LA01/2015/0968/F,30/11/2015,,30/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Alteration and cladding to existing building,37 Barmouth Road  Castlerock,"279,089","435,476",Approved,Approved,17/06/2016,Q1,,,27,, 
LA01/2015/0969/F,30/11/2015,,30/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed Retention of Dwelling with Attached Garage (Change of House Type from E/2014/0245/RM),Site adj 4 Tramway Drive  Bushmills,"293,580","440,913",Approved,Approved,21/04/2016,Q1,,,19.2,, 
LA01/2015/0975/O,30/11/2015,,30/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for infill dwelling in accordance with Policy CTY8 of PPS21,Lands at Baranailt Road/Highland Road  Limavady between No.117 Baranailt Road and No.72 Highlands Road  Limavady.,"264,503","419,959",Refused,Refused,13/09/2016,Q2,,,38.8,, 
LA01/2015/0976/O,23/11/2015,,01/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Construction of dwelling and garage on the farm,Lands 50m South of 2 Corick Road  Dungiven  BT47 4SF,"271,744","407,053",Approved,Approved,20/07/2016,Q2,,,31,, 
LA01/2015/0977/F,02/12/2015,,02/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Settlement, , ,Extension to entrance area and reception foyer,Ballykelly Primary School  8 Glenhead Road  Ballykelly,"262,949","422,208",Approved,Approved,20/04/2016,Q1,,,18.6,, 
LA01/2015/0980/F,27/11/2015,,27/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Major,Civic,Rural: Countryside, ,Solar panels,"Construction and operation of a solar farm with a total generating capacity of 25MW. Development comprises photovoltaic panels, mounting frames, 1 No. substation, 20 No. inverter stations, 12 No. CCTV cameras (3 meters high) and ancillary construction works including perimeter fencing (2.4 meters high), new road access, internal service tracks and 1 no. temp.construction compound.",Lands are located immediately NE at 11 Bushtown Road  extending eastwards. Lands begin approximately 470m North of 38 Kilmaconnell Road  approximately 240m West/Northwest of 17 Kilmaconnell Road and approximately 200m West/Southwest of 406 Ballyness Park  Castleroe.,"284,607","429,564",Approved,Approved,09/06/2016,Q1,,,26,, 
LA01/2015/0982/RM,25/11/2015,,01/12/2015,Causeway Coast and Glens,EAST ANTRIM,Reserved Matters,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,New Dwelling,27 Chapel Road  Cushendall  BT44 0RS,"323,377","427,541",Approved,Approved,18/05/2016,Q1,,,22.6,, 
LA01/2015/0983/O,02/12/2015,,02/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed Site for new dwelling to replace existing stone building formerly used for dwelling purposes.,Approx. 250m South-East of 2 Moor Road  Kilraughts  Ballymoney.,"303,650","425,572",Approved,Approved,27/06/2016,Q1,,,27.8,, 
LA01/2015/0984/O,01/12/2015,,01/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site of dwelling and detached garage on a farm,40m North West of No 85 Galdanagh Road  Dunloy,"300,511","420,299",Withdrawn,Withdrawn,,,15/04/2016,Q1,18.2,, 
LA01/2015/0986/F,02/12/2015,,02/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Civic,Rural: Countryside, ,Solar panels,Ground Mounted Solar Farm and Associated Infrastructure.,Lands approximately 60m South West of 110 Castlecat Road  Ballymoney.,"296,178","436,244",Approved,Approved,16/06/2016,Q1,,,26.4,, 
LA01/2015/0988/F,26/11/2015,,26/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,"Erection of 21 no. Dwellings with Access arrangements from Station Road, Car Parking, Landscaping and associated site works.",Lands North-East of 1-5 McClelland Park  North of 6-16 Bellaghy Crescent and West of 12-14 Greenacre  Dunloy.,"301,898","419,450",Approved,Approved,12/01/2017,Q4,,,55.8,, 
LA01/2015/0989/F,01/12/2015,,01/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed Single Storey Garage.,8 Rossmore Place  Limavady.,"269,022","421,956",Approved,Approved,12/04/2016,Q1,,,17.6,, 
LA01/2015/0990/O,03/12/2015,,03/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Site for Replacement Dwelling,Land at and Adjacent to 90 Straid Road  Bushmills.,"303,172","440,103",Approved,Approved,18/04/2016,Q1,,,18,, 
LA01/2015/0993/RM,03/12/2015,,03/12/2015,Causeway Coast and Glens,EAST ANTRIM,Reserved Matters,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Demolition of existing dwellings and erection of 2 no 2-storey dwellings with associated works.  Alterations to access lane at junction with Middlepark Road.,Land to North of 119 Middlepark Road  Cushendall,"322,805","426,304",Approved,Approved,14/06/2016,Q1,,,25.8,, 
LA01/2015/0994/RM,07/12/2015,,07/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed new dwelling,Approx 65m North West of Eagry Bridge  Haw Road  Bushmills,"295,111","439,829",Approved,Approved,17/06/2016,Q1,,,26,, 
LA01/2015/1001/F,20/11/2015,,20/11/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Commercial,Urban, , ,Proposed Installation of an ATM. Removal of Existing Window and Stall Riser. New Cavity Wall rendered to match incorporating the ATM.,Spar  10 North Street  Ballycastle.,"312,059","441,256",Approved,Approved,07/04/2016,Q1,,,18.4,, 
LA01/2015/1002/F,08/12/2015,,08/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Dwelling and Integral Garage.,93m East of 10 Magheramore Road  Garvagh.,"283,872","413,649",Approved,Approved,29/04/2016,Q1,,,19.2,, 
LA01/2015/1004/RM,01/12/2015,,08/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage on a farm,110m South West of 21 Agivey Road  Kilrea  Coleraine,"292,269","413,472",Approved,Approved,13/05/2016,Q1,,,21,, 
LA01/2015/1005/F,26/11/2015,,26/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,"Proposed Single Wind Turbine on a 60m hub with 50m Blade Diameter, giving 85m Tip Height.",640m NE of 27 Peters Road  Limavady.,"275,175","414,401",Pending, ,,,,,,1,12 months and over
LA01/2015/1008/F,07/12/2015,,07/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Agricultural,Rural: Countryside, , ,Proposed agricultural shed,70m North of 19 Cloghan Road  Limavady,"272,323","418,141",Withdrawn,Withdrawn,,,13/03/2017,Q4,62.8,, 
LA01/2015/1010/F,26/11/2015,,26/11/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single Storey Extension to Bathroom and New Utility Room and Boiler Store.,20 Cromore Road  Coleraine.,"284,558","435,433",Approved,Approved,05/04/2016,Q1,,,17.2,, 
LA01/2015/1012/F,09/12/2015,,09/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Urban,Urban housing developments, ,Proposed 2no. Chalet Dwellings (Optional as Bungalow).,Sites located between Nos. 49 and 55 Millgrange and between Nos. 46 and 50 Millgrange Ballymoney.,"294,983","424,677",Approved,Approved,24/02/2017,Q4,,,60.2,, 
LA01/2015/1013/F,09/12/2015,,09/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling with existing dwelling converted to double garage,37 Carragh Road  Bushmills,"291,683","436,571",Approved,Approved,07/04/2016,Q1,,,15.8,, 
LA01/2015/1014/F,09/12/2015,,09/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, , ,Proposed Replacement Premises for foot clinic.,60 Greenhall Highway  Coleraine.,"283,501","431,859",Approved,Approved,10/06/2016,Q1,,,24.6,, 
LA01/2015/1015/O,08/12/2015,,08/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Agricultural,Rural: Settlement, , ,Proposed new distillery facility including boiler house and cooling equipment,Old Bushmills Distillery Ltd  2 Distillery Road  Bushmills,"294,326","440,717",Approved,Approved,23/06/2016,Q1,,,26.6,, 
LA01/2015/1016/F,07/12/2015,,07/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,"Proposed Housing Development of eleven residential units, comprising of nine detached dwellings and two semi-detached dwellings.",Lands to the South and East of Glenkeen Hollows and Glenkeen Meadows  Aghadowey  Coleraine.,"289,186","421,888",Pending, ,,,,,,1,12 months and over
LA01/2015/1017/A,08/12/2015,,08/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Consent to Display,Local,Other,Urban, , ,Shop sign cashzone polycarbonate black and green ATM fascia surround signage with illuminated white lettering,Spar  10 North Street  Ballycastle,"312,059","441,256",Approved,Approved,07/04/2016,Q1,,,16,, 
LA01/2015/1018/F,10/12/2015,,10/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposal to replace existing dwelling house which has on-going issues with damp with 1 no 2-storey eco-house of similar footprint,70 Macfin Road  Ballymoney,"290,320","426,693",Approved,Approved,28/04/2016,Q1,,,18.6,, 
LA01/2015/1019/RM,04/12/2015,,04/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Construction of 1½ storey dwelling house with detached garage,Lands 23m west of 318 Foreglen Road  Dungiven,"262,327","409,754",Approved,Approved,01/08/2016,Q2,,,32,, 
LA01/2015/1024/O,04/12/2015,,04/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Construction of dwelling and garage on the farm,Lands 42m north of 2 Broighter Road  Limavady,"264,914","423,146",Approved,Approved,01/09/2016,Q2,,,36.4,, 
LA01/2015/1025/F,09/12/2015,,09/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Mixed Use,Urban, , ,Retention of Car Wash and Storage Container.,Land situated 35m South-East of 10 Cloyfin Road  Coleraine.,"285,711","433,540",Approved,Approved,20/05/2016,Q1,,,21.8,, 
LA01/2015/1028/O,11/12/2015,,11/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for dwelling on a farm for retirement purposes,Adj 16 Westfield Park  Seacon Park  Ballymoney,"291,769","427,955",Withdrawn,Withdrawn,,,18/07/2016,Q2,29,, 
LA01/2015/1035/O,09/12/2015,,14/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Outline planning application for proposed off-site replacement,176m NW of 18 Glenullin Road  Garvagh,"279,194","412,897",Refused,Refused,24/11/2016,Q3,,,47.2,, 
LA01/2015/1036/F,14/12/2015,,14/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement Dwelling (alternative position) and retention of existing dwelling for agricultural purposes.,200m South West of 8 Coolkeeran Road  Armoy. Alternative Site 180m South West of 8 Coolkeeran Road  Armoy.,"308,176","431,533",Approved,Approved,05/07/2016,Q2,,,27.4,, 
LA01/2015/1037/F,14/12/2015,,14/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Other,Rural: Countryside, , ,Variation of Condition 8 on planning approval C/2014/0487/O,70m North West of 22 Claggan Park  Aghadowey,"289,646","419,525",Approved,Approved,25/04/2016,Q1,,,17.6,, 
LA01/2015/1038/F,15/12/2015,,15/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Change of Use,Urban, , ,Proposed change of use from single storey storage building into a single storey commercial unit,Rear of 21 Linenhall Street  Limavady,"266,985","423,099",Approved,Approved,09/08/2016,Q2,,,31.8,, 
LA01/2015/1039/RM,15/12/2015,,15/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling and Garage on Farm.,100m South of 125 Carhill Road  Garvagh.,"285,038","410,001",Approved,Approved,09/08/2016,Q2,,,31.8,, 
LA01/2015/1040/F,14/12/2015,,14/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Single Storey SW Extension to provide Three new Bedrooms, one with En-Suite. Re-location of Rear Door with change of use from Playroom to Utility Room.",245 Legavallon Road Garvagh BT51 5HW  (Amended Address),"277,010","414,374",Approved,Approved,05/04/2016,Q1,,,14.8,, 
LA01/2015/1041/F,15/12/2015,,15/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed New Garage Extension to Side of Existing Dwelling.,5 Greenhill Road  Coleraine.,"283,982","433,396",Approved,Approved,05/04/2016,Q1,,,14.6,, 
LA01/2015/1043/F,16/12/2015,,16/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Change of house types as approved under extant planning permissions C/2003/0923/O (PAC 2003/A497) and C/2007/1128/RM with reduction of 1 No. unit from 14 No. units (sites 74-87) to 13 No. units (1 detached/ 12 semi-detached) to include associated car parking and landscaping.,Lands between Garrylaban Drive and Millrush Mews  Lissadell Avenue  Portstewart.,"282,611","437,084",Approved,Approved,27/07/2016,Q2,,,29.8,, 
LA01/2015/1044/F,15/12/2015,,15/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed single storey front extension to living room and porch and new side extension to first floor level over existing kitchen and bathroom providing new bedroom and en-suite,102 Cloyfin Road  Coleraine,"288,556","435,828",Approved,Approved,20/05/2016,Q1,,,21,, 
LA01/2015/1045/F,08/12/2015,,14/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Major,Civic,Rural: Countryside, ,Solar panels,"Construction & operation of a solar farm with a total generating capacity of 25MW.  Development comprises photovoltaic panels, mounting frames, 1 no. substation, 20 no. inverter stations, 12 no. CCTV cameras (3 meters high) and ancillary construction works including perimeter fencing (2.4 meters high), internal service tracks and 1 no. temp construction compound.",Lands surrounding 25 and 25(a) Tullaghans Road  Mullans  Ballymoney  Co Antrim.  Land begins approximately 430m South of 27 Tullaghans Road  approximately 280m West of 89 Mullan Road  approximately 600m North of 15 Slievenaghy Road and approximately 360m Southeast of 190 Finvoy Road,"296,590","417,552",Approved,Approved,04/08/2016,Q2,,,31.4,, 
LA01/2015/1046/O,17/12/2015,,17/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,One Storey and a half Dwelling.,Land adjacent to 150 Bolea Road  Limavady.,"273,811","427,253",Withdrawn,Withdrawn,,,07/02/2017,Q4,56.4,, 
LA01/2015/1048/F,16/12/2015,,16/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Retention of Outhouse/Aviary,57 Ballinteer Road  Macosquin,"281,967","430,400",Approved,Approved,31/05/2016,Q1,,,22,, 
LA01/2015/1049/F,17/12/2015,,17/12/2015,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Other,Rural: Countryside, , ,Proposed Internal alterations and single storey rear porch extension with mobility ramp  to existing storey and a half dwelling.,51 Benvardin Road  Ballymoney.,"293,618","432,996",Approved,Approved,15/04/2016,Q1,,,15.8,, 
LA01/2015/1051/F,17/12/2015,,17/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed Chalet Dwelling with Detached Garage,Site 23 (postal no. 22) Glenview  Glenullin  Garvagh,"280,796","413,004",Approved,Approved,22/04/2016,Q1,,,16.8,, 
LA01/2015/1052/O,18/12/2015,,18/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Dwelling and Garage.,Site between 50 and 62 Glebe Road  Castlerock.,"276,593","432,574",Refused,Refused,08/06/2016,Q1,,,22.8,, 
LA01/2015/1053/O,16/12/2015,,16/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Rural dwelling with detached garage/store,Between 323 & 321A Seacoast Road  Limavady,"267,202","431,996",Refused,Refused,29/12/2016,Q3,,,51.2,, 
LA01/2015/1054/F,16/12/2015,,16/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Civic,Rural: Settlement, , ,"Provision of 5 No. dwellings (1 detached and 4 semi detached) and garages in lieu of 9 No. dwellings 85-101 Abbeyfields, units 43-51 as approved and constructed to sub floor level under Extant Planning Permissions B/2005/0752/F and B/2008/0132/F with a reduction of 4 No. units total; to include provision of incurtilage car parking to 79 and 81 Abbeyfields and new driveway to 83 Abbeyfields.",Residential Development Lands  Abbeyfields  Chapel Road  Dungiven,"269,945","408,669",Approved,Approved,21/11/2016,Q3,,,46.2,, 
LA01/2015/1055/O,16/12/2015,,16/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for 1 no infill dwelling,Lands at 75 Baranailt Road  Ballykelly,"264,780","421,551",Approved,Approved,19/09/2016,Q2,,,37.2,, 
LA01/2015/1056/F,14/12/2015,,14/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed erection of a traditional style single storey dwelling with detached double garage on a farm,80m North East of 26 Dogleap Road Limavady,"267,391","419,962",Approved,Approved,02/08/2016,Q2,,,31,, 
LA01/2015/1057/O,18/12/2015,,18/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for two storey dwelling on a farm,Site located 180m east of No 206 Loughan Road  Coleraine,"288,727","427,925",Approved,Approved,31/05/2016,Q1,,,21.6,, 
LA01/2015/1058/F,16/12/2015,,16/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban housing developments, ,Demolish existing derelict building and construct 3 No. Apartments in a single block for residential purposes (amended scheme),5 The Crescent  Portstewart,"281,630","438,038",Approved,Approved,20/10/2016,Q3,,,41.8,, 
LA01/2015/1060/O,18/12/2015,,18/12/2015,Causeway Coast and Glens,EAST LONDONDERRY,Outline,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Proposed 2 No. detached dwellings and garages,Land between 151 and 153 Curragh Road  Aghadowey  Coleraine,"289,078","423,601",Approved,Approved,31/05/2016,Q1,,,21.6,, 
