Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,AppCategory,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,Location,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA08/2015/0161/F,27/04/2015,,27/04/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,"Retention of existing agricultural shed for the storage of farm machinery, fertilisers and general equipment in association with existing farm business",91 Monaghan Road  Armagh,"283,306","341,416",Pending, ,,,,,,1,12 months and over
LA08/2015/0328/F,29/05/2015,,29/05/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Change of Use,Rural: Settlement, , ,"Change of use, refurbishment and extension of two mixed use residential and commercial buildings to form one 2 bed and one 3 bed, 3 storey dwelling and amenity space",24-26 Davis Street  Keady,"284,417","333,949",Pending, ,,,,,,1,12 months and over
LA08/2015/0329/F,29/05/2015,,29/05/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Other,Rural: Settlement, , ,Continuation of the use of the land for the development of 14 no dwellings without compliance with condition 11 of planning permission O/2006/0974/F which required that development shall not begin until drainage works have been carried out,lands between 190 Mullalelish Road and 101 Derryhale Road  Derryhale  Portadown  BT62 3TQ,"298,740","349,023",Pending, ,,,,,,1,12 months and over
LA08/2015/0539/F,16/07/2015,,16/07/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,Retention of 2 no pig sheds with 1 no feed bin and a storage shed (sheds contain 1180 production pigs in total),15 Drumgose Road  Middletown  Armagh  BT60 4JN,"275,683","336,660",Approved,Approved,27/10/2017,Q3,,,114.2,, 
LA08/2015/0542/F,20/07/2015,,20/07/2015,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Other,Rural: Countryside, , ,The proposal is to strip topsoil of the affected area to a temporary stockpile and import approximately 12000m3 of inert material over a gradual period of time to fill in the undulations and crevices resulting from the stone extraction to leave a more workable ground profile. The topsoil will be replaced and the field returned to a usable agricultural area,Adjacent to and north of 35 Ballycross Road  Banbridge  BT32 4HR,"314,523","349,631",Pending, ,,,,,,1,12 months and over
LA08/2015/0563/F,24/07/2015,,24/07/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Change of Use,Urban, , ,Proposed change of use of a residential dwelling to architects offices,6 Lurgan Road  Banbridge BT32 4LU,"312,388","346,636",Approved,Approved,28/04/2017,Q1,,,88,, 
LA08/2015/0590/F,29/07/2015,,29/07/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Change of Use,Rural: Countryside, , ,"Retention of change of use, from 'no permitted use' to an indoor/outdoor exercise training facility, with provision of new access, car parking and toilets.",Approximately 25 metres north of 10A Terraskane Road  Armagh BT61 8BJ,"284,077","346,992",Pending, ,,,,,,1,12 months and over
LA08/2015/0602/F,31/07/2015,,31/07/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,"Construction of new housing development consisting of 11 no detached dwellings and 4 no semi detached dwellings with associated garages ,site works and landscaping. (Amended layout and house type 4 received).",Lands at Frankyln Park (Adjoining and north west of 5 and 6 Franklyn Park) Lurgan,"308,424","356,790",Pending, ,,,,,,1,12 months and over
LA08/2015/0608/F,31/07/2015,,31/07/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Urban,New single urban dwellings, ,Erection of dwelling.,Adjacent to and 20m West of 4 St Malachys Terrace Armagh,"287,257","346,006",Withdrawn,Withdrawn,,,04/07/2017,Q2,96,, 
LA08/2015/0612/F,03/08/2015,,03/08/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,"Erection of housing development, 16 No dwellings in total, (2 no detached dwelling and 14 no semi detached dwellings) demolition of existing structures on site and all other associated site works.",Dobbin Road  Broomhill  Drumnahunshin  Portadown ( land adjacent to 1-9  15+16 Broomhill and 111 111a + 113 Dobbin Road),"296,554","350,244",Approved,Approved,29/09/2017,Q2,,,107.8,, 
LA08/2015/0714/F,07/09/2015,,07/09/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,"Proposed demolition of Nos 82, 90, 92 & 94 Charles Street Portadown & erection of housing development of 7 terraced houses and 4no. apartments (Amended proposal  site address)",Lands between 80 and 100 Charles Street  Portadown,"300,050","354,343",Approved,Approved,26/04/2017,Q1,,,81.6,, 
LA08/2015/0742/F,17/09/2015,,17/09/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,"Erection of 10 dwellings (2 storey in substitution of sites 7-17 as approved under N/2007/0504/F) including garages (to sites 10,12-17) and associated site works.",Lands to the rear of 7 Ballyhannon Lodge  Portadown,"303,247","354,558",Approved,Approved,16/08/2017,Q2,,,95.2,, 
LA08/2015/0773/F,10/09/2015,,10/09/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Mixed Use,Rural: Countryside, , ,"Retention of shop, store, storage containers and associated siteworks (Amended proposal)",Lands at 283 Newtownhamilton Road  Farranamucklagh  Armagh,"289,740","335,850",Pending, ,,,,,,1,12 months and over
LA08/2015/0826/A,02/10/2015,,02/10/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Consent to Display,Local,Other,Rural: Settlement, , ,Retention of the sign as erected to the riverside elevation and the proposed erection of a sign to the front elevation (Main Street elevation),Moy Furniture Centre 3 Main Street Charlemont  Moy,"285,228","355,819",Pending, ,,,,,126,1,12 months and over
LA08/2015/0885/F,19/10/2015,,19/10/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban housing developments, ,Proposed housing development consisting of 20 No. dwellings (14 no. semi detached and 6 no. detached) with associated site works (Reduced scheme),Lands at Dobbin Hill Road/Dobbin Hill Park Armagh. Bounded by 1-8 Dobbin Hill Road 1-6 Dobbin Hill Park 21-33 Rosemount Park factory unit at Stewart Hill and 22-23 Drumadd Green.,"288,331","345,007",Approved,Approved,14/04/2017,Q1,,,74.4,, 
LA08/2015/0892/O,19/10/2015,,19/10/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Mixed Use,Urban, , ,"Mixed use development comprising 3 storey Offices, single storey Restaurant and Parking",Land bounded to the West by Watson Street (75 metres from existing petrol filling station on Joseph Street) and to the East by Joseph Street (20 metres from existing petrol filling station on Joseph Street) and to the South 9 metres from 21 Watson Street  Portadown  BT63,"301,488","354,377",Approved,Approved,01/06/2017,Q1,,,80.4,, 
LA08/2015/0894/F,21/10/2015,,21/10/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,Proposed new housing development of 8 No. detached dwellings and 28 No. semi-detached dwellings and associated site works incorporating amendments to formerly approved residential developments (planning references Q/2007/0623/F & Q/2006/1108/F) to reduce density and increase on site amenity space. (amended scheme and assessment received).,Lands at 39 Dromore Road  Banbridge (incorporating lands to the North & East of 35 Dromore Road)  Co. Down  BT32 4EE,"313,592","346,626",Approved,Approved,08/01/2018,Q4,,,110,, 
LA08/2015/0897/F,22/10/2015,,22/10/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Civic,Urban, , ,"Retention of already constructed car park as a permanent car park at North Street, Lurgan including retention of already constructed timber board entrance gates and fencing at entrance closest to town centre on North Street and removal of existing chainlink fencing and steel egress gate at lower entrance at North Street and provision of new painted steel gates and fencing and retention of already constructed concrete base.",Lands at North Street  to rear of Brownlow Terrace  Kilmaine Street  Grattan Street and North Street Lurgan  Craigavon  BT67 9AQ,"308,176","359,006",Approved,Approved,19/06/2017,Q1,,,82.2,, 
LA08/2015/0900/F,20/10/2015,,20/10/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Commercial,Urban, , ,Proposed retention of extensions and alterations to night club with alterations to existing entrance and demolition of existing buildings (Amended Scheme).,Belmont Hotel  7 Rathfriland Road  Banbridge  BT32 3LH,"312,787","345,317",Pending, ,,,,,,1,12 months and over
LA08/2015/0907/F,21/10/2015,,21/10/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Industrial,Rural: Countryside, , ,Retention of underground fuel tanks and above ground LPG tank for storage and distribution of product for resale (Amended proposal),238 Gilford Road  Portadown  BT63 5LG,"304,219","351,440",Approved,Approved,21/11/2017,Q3,,,104,, 
LA08/2015/0945/F,03/11/2015,,03/11/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, , Proposed Housing development of 9 dwellings with integral garages (3 detached & 6 semi detached); retaining walls and associated site works,Land immediately South of No. 5 Glenwood Close  Lurgan,"309,008","356,943",Approved,Approved,10/11/2017,Q3,,,100.8,, 
LA08/2015/0955/HSC,30/10/2015,,30/10/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Other consents,Local,Other,Rural: Countryside, , ,Application for Hazardous Substance Consent,238 Gilford Road  Portadown  BT63 5LG,"304,220","351,441",Approved,Approved,05/01/2018,Q4,,,108.4,, 
LA08/2015/0990/O,13/11/2015,,13/11/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for farm dwelling and garage,Adjacent and east of 68 Markethill Road  Armagh,"290,939","342,452",Withdrawn,Withdrawn,,,21/11/2017,Q3,100.6,, 
LA08/2015/1019/F,18/11/2015,,18/11/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling and Garage,At land South East of 11 Derryvinney Road  Derrylileagh  Portadown  Co Armagh  BT62 1SX,"293,624","361,843",Approved,Approved,10/04/2017,Q1,,,69.2,, 
LA08/2015/1037/LBC,23/11/2015,,23/11/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Listed Building Consents,Local,Other,Urban, , ,Extension and alterations to night club and alterations to existing entrance and demolition of existing buildings (Amended Scheme).,7 Rathfriland Road  Banbridge  BT32 3LH,"312,787","345,314",Pending, ,,,,,,1,12 months and over
LA08/2015/1060/F,19/11/2015,,19/11/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Erection of Dwelling and Garage,Lands 50 metres south east of 39 Deans Walk Richhill,"294,256","348,335",Withdrawn,Withdrawn,,,14/06/2017,Q1,77.6,, 
LA08/2015/1103/F,02/12/2015,,02/12/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Change of Use,Urban, , ,Retention of Change of use from a supermarket with ancillary storage and staff facilities to a hot food bar with ancillary storage and staff facilities,132 Victoria Street  Lurgan  Craigavon  BT67 9AZ,"308,133","359,255",Approved,Approved,09/01/2018,Q4,,,104.2,, 
LA08/2015/1104/F,04/12/2015,,04/12/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban housing developments, ,"Erection of 5 no detached dwellings, garages and associated site works including footway link to Killylea Road",Lands between 4 and 8 Ballycrummy Road Armagh,"285,940","344,992",Pending, ,,,,,,1,12 months and over
LA08/2015/1136/F,10/12/2015,,10/12/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Erection of 17 dwellings (change of house type to that previously approved under planning application O/2010/0265/F),Land immediately south of no 12 Old Clare Grange  Cloghoge Road and immediately east of Clare Primary School  Cloghoge Road   Clare  Tandragee,"300,992","342,983",Approved,Approved,07/07/2017,Q2,,,78,, 
LA08/2015/1158/F,16/12/2015,,16/12/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Civic,Rural: Settlement, , ,"Proposed extension and internal alterations to existing hall to provide mixed use community facilities to include office/meeting rooms, exhibition space and a new community hall",Existing Orange Hall  79 Main Street  Scarva BT63 6LS,"306,564","343,410",Approved,Approved,09/06/2017,Q1,,,73.2,, 
LA08/2015/1167/LBC,16/12/2015,,16/12/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Listed Building Consents,Local,Other,Rural: Settlement, , ,"Extension and internal alterations to provide mixed use community facilities to include office/meeting rooms, exhibition space and a new community Hall",Existing Orange Hall  79 Main Street  Scarva  Craigavon  BT63 6LS,"306,563","343,410",Approved,Approved,12/06/2017,Q1,,,73.4,, 
LA08/2015/1168/F,16/12/2015,,16/12/2015,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Industrial,Rural: Countryside, , ,Retention of no.5 metal framed vehicle inspection racks and vehicle inspection garage; and proposed additional no.5 metal framed vehicle inspection racks and site screening fence.,Lands 20 metres north east of 64a Killysorrell Road  Dromore  BT25 1LB,"316,018","351,405",Approved,Approved,16/03/2018,Q4,,,111.8,, 
LA08/2016/0006/F,21/12/2015,,21/12/2015,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,"Erection of proposed free range chicken house for 8000 birds with associated access, turning and meal bins (amended description)",130 metres north west of 49 Cargaclogher Road  Keady,"284,608","331,410",Pending, ,,,,,,1,12 months and over
LA08/2016/0008/F,17/12/2015,,17/12/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 5 no detached two storey dwellings with detached single garages (Revised Drainage Assessment received 08/05/2018),Lands to the rear of 37-43 Seagoe Road with access via lands adjacent to and west of 19 Seagoe Drive  Portadown,"301,956","355,066",Pending, ,,,,,,1,12 months and over
LA08/2016/0011/RM,22/12/2015,,22/12/2015,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Reserved Matters,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Erection of 2 no detached dwellings and garages.,Adjacent to 71 Tullinisky Road  Warringsford  BT25 2PD,"322,880","348,978",Pending, ,,,,,114.4,1,12 months and over
LA08/2016/0032/F,23/12/2015,,23/12/2015,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Civic,Urban, , ,This proposal is to construct a skateboarding facility consisting of ramps and ridges enclosed within a 1.2m high paladin mesh fence and hedge and positioned adjacent to an existing path through Solitude Park.  The proposed hedge species is a double staggered row of Hornbeam (Carpinous betulus) hedge 100cm tall planted approx. 300 mm apart.,The site is within the confines of Solitude Park adjacent to Rathfriland Street  Banbridge approximately 50m due east of Nos. 7 & 8 Park View  Rathfriland Street  Banbridge  Co.Down,"312,763","345,673",Approved,Approved,10/07/2017,Q2,,,76.4,, 
LA08/2016/0041/F,08/01/2016,,08/01/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,Retention of open fronted livestock handling facilities and agricultural shed,80 metres south west of 164 Navan Fort Road  Armagh,"281,016","345,497",Refused,Refused,14/04/2017,Q1,,,63.4,, 
LA08/2016/0073/F,19/01/2016,,19/01/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,Erection of residential development comprising 14 no detached dwellings and associated car parking and detached garages (amended plans received),Lands at junction of Gilpinstown Road and Ballynamoney Lane  west of Riverglade Court and south of Hillcrest  Gilpinstown Road  Lurgan,"306,585","357,641",Pending, ,,,,,,1,12 months and over
LA08/2016/0078/F,18/01/2016,,18/01/2016,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Agricultural,Rural: Countryside, , ,Retention of agricultural shed and store including hardstanding to support the active farming business of Mr H Desmond Gibson,Lands 35m North East of 29 Slievenaboley Road  Dromara  Dromore  BT25 2EN,"325,943","345,262",Approved,Approved,20/06/2017,Q1,,,70.8,, 
LA08/2016/0080/F,15/01/2016,,15/01/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,Retention of a building and yard for agricultural use,140 metres North East of 7 Dunesmullan Road  Markethill,"298,188","340,270",Pending, ,,,,,,1,12 months and over
LA08/2016/0096/F,21/01/2016,,21/01/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,Retention of existing agriculture all purpose shed,Approximately 105 metres north of 58 Clay Road  Keady  Armagh,"283,902","331,834",Pending, ,,,,,,1,12 months and over
LA08/2016/0106/F,21/01/2016,,21/01/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Mixed Use,Urban, , ,"Change of use from agricultural field to landscape contractors machinery storage yard including new building for machinery maintenance with store, access road and security fence.",150 metres south east of 65 Charlestown Road Craigavon (with access from Charlestown New Road),"302,811","357,054",Pending, ,,,,,113.2,1,12 months and over
LA08/2016/0107/F,22/01/2016,,22/01/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed free range poultry shed with 1 no feed bin and a standby generator building (poultry shed to contain  8,000 free range egg laying hens) and 3 passing bays along Derryvinney Road (amended information and proposal)",150 metres north west of 23 Derryvinney Road  Portadown  BT62 1SX,"293,210","362,066",Approved,Approved,12/05/2017,Q1,,,64.8,, 
LA08/2016/0109/F,25/01/2016,,25/01/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Agricultural,Rural: Countryside, , ,Erection of agricultural shed for cattle and general farm storage,To the rear of 17 Cortynan Road  Tynan  Armagh  BT60 4QZ,"276,068","343,433",Pending, ,,,,,,1,12 months and over
LA08/2016/0114/F,25/01/2016,,25/01/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Agricultural,Rural: Countryside, , ,Erection of isolation farm shed,50 metres north west of 51 Doughary Road  Banbridge  BT32 4JZ,"313,536","343,392",Approved,Approved,27/09/2017,Q2,,,83.4,, 
LA08/2016/0115/F,25/01/2016,,25/01/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Mixed Use,Rural: Countryside, , ,Change of use from agricultural field to Tourist Caravan Park for touring caravans for 30 pitches to include erection of office and amenity building with boundary fence and access.,20 metres east of 11 Lough Road Lower  Lurgan (Lands bounded by Lough Road Lower  Kinnego Embankment and M1 motorway),"306,360","360,749",Refused,Refused,06/02/2018,Q4,,,101.4,, 
LA08/2016/0116/F,25/01/2016,,25/01/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Civic,Rural: Settlement, , ,Development of a Play Park and associated fencing.,Poyntzpass Primary School  1 Tandragee Road  Poyntzpass  BT35 6SL,"305,881","339,646",Approved,Approved,10/08/2017,Q2,,,76.8,, 
LA08/2016/0134/O,28/01/2016,,28/01/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage on a farm,Land 40 metres south east of 166 Newtownhamilton Road  Armagh BT60 2QT,"289,387","339,437",Refused,Refused,07/07/2017,Q2,,,71.8,, 
LA08/2016/0175/F,09/02/2016,,09/02/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Major,Residential,Urban,Urban housing developments, ,Construction of 70 Dwellings (12 Detached dwellings and 58 Semi Detached dwellings) with associated works.(adjustment to layout),Lands between Ashgrove Manor and 38 Ashgrove Road  Portadown,"300,439","355,459",Approved,Approved,25/09/2017,Q2,,,80.8,, 
LA08/2016/0180/O,10/02/2016,,10/02/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Outline,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Site for 16 no. dwellings comprising of 8 no. semi detached and 8 no. detached dwellings (Amended address),Land adjacent and south east of Nos 4 and 10 Island Hill Manor and opposite Nos 7 to 14 Wolfs Island Terrace  Derrymacash,"303,566","360,199",Approved,Approved,29/06/2017,Q1,,,68.8,, 
LA08/2016/0205/F,10/02/2016,,10/02/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Commercial,Urban, , ,3no. retail units to include restaurant with carry-out facility with petrol pumps and canopy (amendment of previous scheme ref Q/2011/0114/F).,Plant House  17 Lurgan Road  Banbridge,"312,176","346,889",Approved,Approved,14/11/2017,Q3,,,87.8,, 
LA08/2016/0239/F,22/02/2016,,22/02/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Proposed erection of 4 No. semi detached dwellings on existing residential lands,71 Metres South of No. 229 Newtownhamilton Road  Ballymacnab  Armagh,"289,003","337,831",Approved,Approved,10/08/2017,Q2,,,72.8,, 
LA08/2016/0278/F,03/03/2016,,03/03/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 7 No dwellings - 3 No. detached and 4 No. semi-detached and associated works including the provision of communal parking for existing residents (Additional inforamtion),Lands to the rear of Numbers 3 5 7 9 13 14 15 17 and 19 Beechcote Avenue Portadown to the west of Number 4 Watson Grove Portadown to the west of Numbers 1 3 and 5-15 Festival Road Portadown and adjacent to Number 18 Festival Road Portadown,"302,455","354,115",Refused,Refused,14/08/2017,Q2,,,71.6,, 
LA08/2016/0301/F,07/03/2016,,07/03/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Civic,Rural: Countryside, ,Biomass/anaerobic digester,"Alteration to approved anaerobic digestion plant to allow acceptance of EWC code 02 02 02 (blood- animal food processing waste, animal blood, animal carcasses, animal hides, animal tissue - non-infectious, carcasses, feathers, fish - processing waste, fish carcasses, flesh - animal, meat - unfit for consumption, hides -animal, skins -animal)",Land approximately 150 metres north of 76 Moy Road  Portadown BT62 1QW,"297,497","355,032",Approved,Approved,22/05/2017,Q1,,,59.8,, 
LA08/2016/0324/O,10/03/2016,,10/03/2016,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for infill dwelling and garage,Adjacent to no 40 Ballymacormick Road  Dromore  BT25 1QR,"321,687","353,813",Approved,Approved,14/08/2017,Q2,,,70.6,, 
LA08/2016/0331/O,15/03/2016,,15/03/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Site for private housing development (5 No dwelling units),30 Mowhan Road  Edenkennedy  Markethill  BT60 1RQ,"296,377","339,260",Approved,Approved,30/06/2017,Q1,,,64.2,, 
LA08/2016/0340/F,18/03/2016,,18/03/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban housing developments, ,"Erection of 23 No new build dwellings, to include 20 No two storey general needs dwellings and 3No complex needs bungalows with associated car parking ,landscaping, retaining walls and shared surface roadway",Site to rear of 24 and 26 Ardmore Hill Adjacent to 17 Ardmore Hill  to rear of 1 3 & 5 Ardmore Hill Court  South of Rivers Agency Depot   15 Ardmore Road  Armagh  BT60 1AH,"289,343","343,726",Approved,Approved,30/03/2018,Q4,,,101.2,, 
LA08/2016/0394/F,08/04/2016,,08/04/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Civic,Rural: Countryside, , ,Retention of access to dwelling with minor amendments to site lines,33a Old Road  Poyntzpass  BT35 6TQ,"306,167","336,419",Approved,Approved,12/09/2017,Q2,,,71,, 
LA08/2016/0415/F,04/04/2016,,04/04/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Commercial,Urban, , ,Proposed attended car wash and new entrance,14 Commercial Road  Banbridge  Co. Down,"312,432","345,811",Withdrawn,Withdrawn,,,08/02/2018,Q4,92.4,, 
LA08/2016/0418/F,31/03/2016,,31/03/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Mixed Use,Urban, , ,Change of use of bank to bookmakers and change of use of upper floor offices to 2 No. apartments (Amended proposal),3 & 4 High Street  Tavanagh  Portadown  Co. Armagh  BT62 1HZ,"301,110","353,801",Pending, ,,,,,,1,12 months and over
LA08/2016/0449/F,13/04/2016,,13/04/2016,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Other,Urban, , ,Demolition of two existing footbridges within a public park and construction of two replacement footbridges at the same locations,Dromore Town Park  Banbridge Road  Dromore  BT25 1NE,"319,650","353,136",Pending, ,,,,,,1,12 months and over
LA08/2016/0451/F,11/04/2016,,11/04/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,Housing development comprising of 10 semi-detached dwellings and 4 maisonettes.,Immediately south of Culowen Housing Scheme  Benburb Street  Blackwatertown  BT71 7GA,"284,200","352,140",Approved,Approved,19/04/2017,Q1,,,51,, 
LA08/2016/0479/F,20/04/2016,,20/04/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Proposed residential development comprising 15 no. dwellings and associated garages,Vacant site at Old Road  Poyntzpass  Co.Armagh (100m SE of Junction with Church Street  Poyntzpass),"305,929","338,966",Approved,Approved,01/06/2017,Q1,,,55.4,, 
LA08/2016/0530/F,27/04/2016,,27/04/2016,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Residential,Urban,Urban housing developments, ,Proposed housing development consisting of 7 pairs of semi-detached dwellings and 4 no detached dwellings (18 no dwellings in total) with associated siteworks and landscaping. (amended scheme and additional information received..,Barban Hill  Dromore (land bounded by 2 Barban Hill  63 Rampart Street  Dromore  reformed Presbyterian Church  15 and 16 Laganvale and 24 and 28 -48 Lynn Avenue),"320,137","353,047",Pending, ,,,,,,1,12 months and over
LA08/2016/0567/F,03/05/2016,,03/05/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Mixed Use,Rural: Countryside, , ,"Retention and refurbishment of office and ancillary staff accommodation including first floor extension and replacement roof.  Change of use of existing barn to workshop, café and farm shop with extension to provide tasting area, meeting room, reception areas, stores and kitchen on ground floor and stores on the first floor.  To include ancillary works with car and coach parking.",Armagh Cider Company and TG Troughtan Farm  Ballinataggart  73 Drumnasoo Road  Portadown,"297,852","352,127",Approved,Approved,31/07/2017,Q2,,,61.8,, 
LA08/2016/0568/F,29/04/2016,,29/04/2016,"Armagh, Banbridge and Craigavon",LAGAN VALLEY,Full,Local,Residential,Urban,Urban housing developments, ,"Erection of residential development of 6 no dwellings, consisting of 2 no detached and 4 no semi-detached dwellings including associated road works and landscaping (amended scheme).",47-53 Church street  Dromore  BT25 1AA,"319,824","353,342",Approved,Approved,14/02/2018,Q4,,,89.4,, 
LA08/2016/0577/O,03/05/2016,,03/05/2016,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling with detached garage on a farm,Approximately 140 metres south east of 142 Tullyneagh Road Tullysaran Armagh,"282,394","348,405",Approved,Approved,13/11/2017,Q3,,,76.6,, 
LA08/2016/0581/F,05/05/2016,,05/05/2016,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Commercial,Urban, , ,Erection of a new building to provide a trade sales area and distribution outlet together with ancillary facilities on the ground floor and a store on the first floor,Adjacent to no 11 Cecil Street  Portadown  BT62 3AT (At the junction with South Street),"300,992","353,349",Approved,Approved,10/05/2017,Q1,,,50.4,, 
