Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,AppCategory,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,Location,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA03/2017/0717/LBC,01/08/2017,Q2,31/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Listed Building Consents,Local,Other,Urban, , ,Installation of ATM and alterations to building.,Spar Randalstown  40 New Street  Randalstown  BT41 3AF,"308,144","390,206",Approved,Approved,06/10/2017,Q3,,,5.2,, 
LA03/2017/0718/F,03/08/2017,Q2,03/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Proposed alterations to front elevation, replacement porch to side elevation and extension of sunroom to rear of property.",5 Collinbridge Park  Newtownabbey BT36 7SY,"332,075","381,657",Approved,Approved,04/10/2017,Q3,,,8.6,, 
LA03/2017/0720/O,02/08/2017,Q2,02/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Urban,Urban housing developments, ,"Redevelopment of site with two dwellings and associated parking, landscaping and site works",62 Manse Road  Newtownabbey  Co Antrim  BT36 6XR,"332,821","384,857",Withdrawn,Withdrawn,,,10/11/2017,Q3,14.2,, 
LA03/2017/0721/F,02/08/2017,Q2,02/08/2017,Antrim and Newtownabbey,EAST ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Single storey extension to front and side of dwelling to provide additional kitchen and utility, accommodation.",112 Jordanstown Road  Jordanstown  Newtownabbey BT37 0NU,"335,506","384,265",Approved,Approved,09/10/2017,Q3,,,9.4,, 
LA03/2017/0724/F,03/08/2017,Q2,03/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Single storey extension to the rear of existing dwelling to provide additional bedroom, utility room and further living space.",16 Carnvue Avenue  Glengormley  Newtownabbey BT36 6RA,"332,030","383,603",Approved,Approved,25/09/2017,Q2,,,7.2,, 
LA03/2017/0726/F,03/08/2017,Q2,03/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Urban, , ,Proposed church hall with associated kitchen and toilet facilities,21 Church Road  Randalstown  BT41 3AW,"307,465","390,389",Approved,Approved,13/10/2017,Q3,,,10,, 
LA03/2017/0727/F,07/08/2017,Q2,07/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Retention of temporary dwelling using access approved under T/2010/0541/RM,40m North of 18 Hollybank Road  Parkgate  Co Antrim BT39 0DL,"323,153","388,779",Approved,Approved,19/02/2018,Q4,,,27,, 
LA03/2017/0729/F,03/08/2017,Q2,11/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Civic,Urban, , ,Proposed provision of 3 additional parking spaces,42 Doagh Road  Newtownabbey  BT37 9NY,"334,864","381,446",Approved,Approved,02/10/2017,Q3,,,7,, 
LA03/2017/0730/A,03/08/2017,Q2,11/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Consent to Display,Local,Other,Urban, , ,"Proposed illuminated 5.5m shop sign, advertising shop and fuel prices",42 Doagh Road  Newtownabbey  BT37 9NY,"334,865","381,445",Approved,Approved,02/10/2017,Q3,,,7,, 
LA03/2017/0732/A,03/08/2017,Q2,29/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Consent to Display,Local,Other,Rural: Countryside, , ,Pole mounted signage (Retrospective),Lands 350m North West of 191 Hillhead Road  Ballyclare  BT39 9LW,"330,073","389,369",Approved,Approved,05/12/2017,Q3,,,14,, 
LA03/2017/0733/RM,04/08/2017,Q2,04/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage on a farm.,Approx 90m NE of 37 Rathmore Road  Dunadry  BT41 2HG,"319,143","386,247",Approved,Approved,30/10/2017,Q3,,,12,, 
LA03/2017/0734/F,07/08/2017,Q2,07/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Change of Use,Urban, , ,Retrospective change of use from Volvo car sales showroom to gym with ancillary facilities and car parking,60 Greystone Road  Antrim,"317,257","386,787",Approved,Approved,27/12/2017,Q3,,,19.8,, 
LA03/2017/0735/O,28/07/2017,Q2,28/07/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Replacement dwelling and garage (renewal of T/2014/0163/O),90m South East of 15 Loughbeg Road  Toomebridge,"300,612","392,558",Approved,Approved,13/10/2017,Q3,,,10.8,, 
LA03/2017/0736/F,08/08/2017,Q2,08/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,"2 storey side extension to allow garage, utility and cloak room on ground floor with bedroom and en-suite above. Single storey extension to rear to allow family/dining area.",10 Christine Mews  Manse Road  Newtownabbey  BT36 6BF,"332,800","384,738",Approved,Approved,30/10/2017,Q3,,,11.6,, 
LA03/2017/0737/F,08/08/2017,Q2,23/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Commercial,Rural: Countryside, , ,Proposed retention of existing shed for car valet,Tidal Industrial Estates 125m NE of 15 Roguery Road Toomebridge Antrim BT41 3GD,"299,296","390,767",Withdrawn,Withdrawn,,,01/12/2017,Q3,14.2,, 
LA03/2017/0738/O,08/08/2017,Q2,08/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New storey and a half dwelling with detached garage as a domestic residence,380m West of 179 Ballyutoag Road  Crumlin  Co. Antrim,"323,688","378,599",Withdrawn,Withdrawn,,,14/11/2017,Q3,13.8,, 
LA03/2017/0739/F,09/08/2017,Q2,09/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), , Amended plans received: Single storey rear and side extension and the provision of an entrance porch.,71 Carnanee Road  Templepatrick BT39 0BY,"327,675","385,397",Approved,Approved,30/11/2017,Q3,,,16,, 
LA03/2017/0740/F,09/08/2017,Q2,09/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Change of Use,Rural: Countryside, , ,Change of use from domestic garage to gun shop.,43 Greenan Road  Randalstown BT41 3LS,"304,097","386,302",Approved,Approved,28/02/2018,Q4,,,28,, 
LA03/2017/0741/O,08/08/2017,Q2,08/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New storey & half domestic residence with garage.,70m south east of No.37a Belfast Road Crumlin Co.Antrim,"321,008","377,699",Withdrawn,Withdrawn,,,17/11/2017,Q3,14.4,, 
LA03/2017/0747/A,09/08/2017,Q2,09/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Consent to Display,Local,Other,Urban, , ,5 internally illuminated signs including 1 totem & 1 non-illuminated.,Charles Hurst - Nissan  Antrim Road  Mallusk  Glengormley BT36 4RF,"330,000","383,474",Approved,Approved,25/09/2017,Q2,,,6.4,, 
LA03/2017/0748/F,09/08/2017,Q2,09/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Commercial,Urban, , ,Proposed rear extension to existing commercial unit,19 Springfarm Industrial Estate Antrim,"314,631","388,057",Approved,Approved,30/10/2017,Q3,,,11.4,, 
LA03/2017/0750/F,10/08/2017,Q2,10/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,New double detached garage,5 Corbally Road  Aldergrove  Crumlin  Co Antrim  BT29 4EB,"312,617","381,812",Approved,Approved,25/09/2017,Q2,,,6.2,, 
LA03/2017/0751/F,10/08/2017,Q2,10/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"The demolition of existing utility area and erection of single storey extension to side and rear of existing dwelling, to provide additional bedroom, en suite and sunroom",30 Long Rig Road  Nutts Corner  Crumlin  BT29 4SX,"320,627","378,746",Approved,Approved,22/09/2017,Q2,,,6,, 
LA03/2017/0753/F,11/08/2017,Q2,21/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of dwelling (Change of house type from that previously approved under T/2011/0107/F),Rear of and approx 50m SE of 9 Long Rig Road Crumlin BT29 4SX,"320,137","378,286",Approved,Approved,06/12/2017,Q3,,,15.2,, 
LA03/2017/0754/F,11/08/2017,Q2,11/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban housing developments, ,Proposed 2No. detached dwellings & associated site works - proposed change of house type on sites 13&14 of existing approved residential housing development as approved under LA03/2016/0203/F (Housing Development Commenced),"Lands To The Rear Of 35,  35a, 37, 39, 41&43 Belfast Road  Antrim","315,948","386,087",Approved,Approved,30/10/2017,Q3,,,11,, 
LA03/2017/0755/F,11/08/2017,Q2,11/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban other, ,Proposed domestic garage on site 10 of existing approved residential housing development as approved under LA03/2016/0203/F (Housing Development commenced),"Lands To The Rear Of 35, 35a, 37, 39, 41 & 43 Belfast Road  Antrim","315,948","386,088",Approved,Approved,30/10/2017,Q3,,,11,, 
LA03/2017/0757/F,11/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Erection of replacement dwelling,227a Rashee Road  Ballyclare,"327,699","392,466",Approved,Approved,10/11/2017,Q3,,,10.8,, 
LA03/2017/0760/F,14/08/2017,Q2,21/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of dwelling and detached garage (Change of house type from previously approved T/2010/0541/RM),Site 40m north of 18 Hollybank Road  Parkgate  Co Antrim  BT39 0DL,"323,150","388,781",Pending, ,,,,,,1,6 - 12 months
LA03/2017/0763/F,17/08/2017,Q2,17/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Urban, , ,Proposed extension to provide library and SEN (Special Educational Needs) accommodation,St Comgall's Primary School  1 Ballymena Road  Antrim  BT41 4JG,"314,743","387,282",Approved,Approved,26/10/2017,Q3,,,9.8,, 
LA03/2017/0764/RM,18/08/2017,Q2,18/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Reserved Matters,Local,Residential,Urban,Urban housing developments, ,Erection of 3 no. townhouses,242-244 Carnmoney Road  Newtownabbey  BT36 6JZ,"332,159","383,629",Approved,Approved,26/10/2017,Q3,,,9.6,, 
LA03/2017/0765/F,17/08/2017,Q2,17/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey extension to rear & attic conversion to main dwelling.,3 Grange Valley Gardens  Ballyclare BT39 9HE,"328,338","390,547",Approved,Approved,27/11/2017,Q3,,,14.2,, 
LA03/2017/0766/O,18/08/2017,Q2,18/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed replacement dwelling,49 Burnside Road  Antrim,"319,360","387,033",Withdrawn,Withdrawn,,,16/02/2018,Q4,25,, 
LA03/2017/0767/O,21/08/2017,Q2,21/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling,Between 90a and 90b Rickamore Road Upper  Templepatrick,"320,796","383,556",Approved,Approved,13/12/2017,Q3,,,16.2,, 
LA03/2017/0768/F,22/08/2017,Q2,22/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Mixed Use,Urban, , ,Car park for existing landscape business and associated fencing (retrospective),57 Glebe Road  Carnmoney  BT36 6UW,"332,658","382,855",Approved,Approved,27/11/2017,Q3,,,13.6,, 
LA03/2017/0769/F,21/08/2017,Q2,21/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed attic conversion including dormer roof extension to rear of existing single storey dwelling.,1 Ballytromery Road  Crumlin BT29 4HA,"315,587","376,070",Approved,Approved,25/09/2017,Q2,,,4.8,, 
LA03/2017/0770/F,22/08/2017,Q2,22/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban housing developments, ,"Construction of 20 no. two bedroom apartments and 4 no. one bedroom apartments (24 residential units in total).  Works to include new access arrangements from Rathmullan Drive, boundary treatments and ancillary site works.",Site between Rathmullan Drive and Rosslea Way and adjacent to Green End  Newtownabbey  BT37 9NR,"334,455","381,750",Approved,Approved,28/03/2018,Q4,,,30,, 
LA03/2017/0772/O,21/08/2017,Q2,21/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site of infill dwelling & garage,85m NW of 9 Lisnalinchy Road  Ballyclare BT39 9PA,"329,379","389,018",Approved,Approved,27/11/2017,Q3,,,13.8,, 
LA03/2017/0773/F,22/08/2017,Q2,30/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 18 no. semi-detached houses and 7 no. apartments over 3 floors,Undeveloped lands between 5 and 7 Blackrock Boulevard located within Blackrock Housing Development  Mallusk  Newtownabbey,"329,614","381,904",Pending, ,,,,,,1,6 - 12 months
LA03/2017/0776/F,21/08/2017,Q2,01/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Urban, , ,New Modular Office Building to accommodate 32no. Administration Staff,Antrim Area Hospital Site (adj. to the Emergency Dept.) Bush Road Antrim BT41 2RL,"316,708","388,708",Approved,Approved,26/10/2017,Q3,,,7.8,, 
LA03/2017/0777/F,21/08/2017,Q2,05/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Rural: Countryside, , ,Erection of a 33kV Switchroom building,Dunore Point Water Treatment Works  11 Dunore Road  Crumlin  Co. Antrim  BT29 4DZ,"313,301","382,863",Approved,Approved,17/10/2017,Q3,,,6,, 
LA03/2017/0779/F,14/08/2017,Q2,14/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Rural: Countryside, ,Solar panels,Proposed electrical sub-station and associated buildings and compound ancillary to previously approved solar farm,Lands approx. 1330m South of 99 Dublin Road  Antrim  BT41 4PN,"313,793","382,737",Approved,Approved,04/10/2017,Q3,,,7.2,, 
LA03/2017/0780/F,25/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Demolition of existing garage and erection of 2 storey extension to side of dwelling.,36 Whitehouse Park  Newtownabbey BT37 9SQ,"335,086","380,851",Approved,Approved,21/12/2017,Q3,,,16.6,, 
LA03/2017/0781/F,23/08/2017,Q2,31/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban housing developments, ,Proposed erection of 2 no. residential units with associated parking spaces for 4 vehicles and 2 visitor parking spaces (Change of house type from that approved under LA03/2015/0241/F),15 Glebe Road East  Newtownabbey  BT36 6DL,"332,658","382,328",Pending, ,,,,,33.2,1,6 - 12 months
LA03/2017/0782/O,25/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed detached dwelling (infill),Site approx. 30m north of 42 Carntall Road Newtownabbey BT36 5SG,"331,791","387,171",Refused,Refused,22/11/2017,Q3,,,12.4,, 
LA03/2017/0783/O,24/08/2017,Q2,24/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of a two storey dwelling and garage in substitution for planning approval T/2014/0504/O,Site 100m east of 25 Rathmore Road  Dunadry,"319,513","385,780",Approved,Approved,26/10/2017,Q3,,,8.8,, 
LA03/2017/0785/F,24/08/2017,Q2,24/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Mixed Use,Urban, , ,"Proposed extension of existing veterinary practice to house a new reception/waiting area, pharmacy, office space, dogward and cattery, consulting rooms and new entrance with associated car parking spaces",53 Belfast Road  Antrim  BT41 1PG,"316,250","385,854",Approved,Approved,06/10/2017,Q3,,,6,, 
LA03/2017/0787/F,25/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Rural: Countryside, , ,Alterations to entrance access to No. 72 and No. 72A Nutts Corner Road,72a Nutts Corner Road  Crumlin  BT29 4SJ,"319,175","377,938",Approved,Approved,04/10/2017,Q3,,,5.4,, 
LA03/2017/0788/RM,25/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage,70m south of 138 Ahoghill Road  Randalstown,"306,414","393,297",Approved,Approved,11/12/2017,Q3,,,15,, 
LA03/2017/0789/F,25/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban housing developments, ,Proposed 21 dwelling houses and garages (amendments to plot boundaries and house types previously approved under planning reference U/2011/0141/F),Lands to the north of 220 Ballyrobert Road  to the south west of 107 and 111 Templepatrick Road  and to the south of the Six Mile River  Ballylclare,"327,701","389,743",Approved,Approved,05/12/2017,Q3,,,14.2,, 
LA03/2017/0790/F,25/08/2017,Q2,18/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban housing developments, ,Erection of 26 No. residential units and associated infrastructure and works (including new access onto Ballycorr Road and internal road),Lands at Ballycorr Road to the approx. 18m east of Ballycorr Heights Ballyclare,"329,230","391,888",Pending, ,,,,,,1,6 - 12 months
LA03/2017/0792/F,25/08/2017,Q2,25/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Change of Use,Rural: Countryside, , ,Proposed car hire compound for a car hire facility (amended proposal),Lands adjacent and west of Belfast International Airport Park & Fly car park and 200m north of Cosmo Car Hire  Ballyrobin Road  Aldergrove  Co Antrim  BT29 4AB,"315,091","381,311",Approved,Approved,19/02/2018,Q4,,,24.2,, 
LA03/2017/0794/RM,30/08/2017,Q2,30/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New dwelling and garage,Approx 190m north east of 50 Connaught Road  Randalstown,"310,442","393,170",Approved,Approved,10/11/2017,Q3,,,10.4,, 
LA03/2017/0795/F,30/08/2017,Q2,30/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Agricultural,Rural: Countryside, , ,Erection of building for storage of tractors and farm machinery,150m south of 65 Ballydonaghy Road  Crumlin,"318,642","376,438",Approved,Approved,02/11/2017,Q3,,,9.2,, 
LA03/2017/0796/F,31/08/2017,Q2,31/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Loft conversion and small dormer to rear of dwelling,4 Carnvue Crescent  Newtownabbey  BT36 6NH,"332,007","383,576",Approved,Approved,06/10/2017,Q3,,,5.2,, 
LA03/2017/0797/F,31/08/2017,Q2,31/08/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Retention of single storey rear extension,170 Elmfield Road  Newtownabbey  BT36 6DP,"332,621","382,249",Approved,Approved,05/12/2017,Q3,,,13.6,, 
LA03/2017/0798/F,31/08/2017,Q2,31/08/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Other,Urban, , ,Provision of single storey front extension incorporating a kitchen and porch,25 Ballyearl Court  New Mossley  Newtownabbey,"331,470","384,472",Approved,Approved,23/10/2017,Q3,,,7.4,, 
LA03/2017/0799/F,04/09/2017,Q2,04/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed single storey rear extension to existing dwelling,62 Moylena Road  Antrim  BT41 4PA,"315,912","385,992",Approved,Approved,30/10/2017,Q3,,,8,, 
LA03/2017/0800/F,04/09/2017,Q2,04/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Proposed extension to ground floor and first floor and internal alterations to provide ancillary accomodation,140 Barnish Road  Randalstown  BT41 2NG,"312,695","391,399",Approved,Approved,30/11/2017,Q3,,,12.6,, 
LA03/2017/0803/F,01/09/2017,Q2,01/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Urban, , ,Replacement of three existing mobile buildings used as a youth centre with one new mobile building to be used as a youth centre,Crumlin Integrated College  10 Glenavy Road  Crumlin  Co Antrim  BT29 4LA,"315,044","375,978",Approved,Approved,08/11/2017,Q3,,,9.6,, 
LA03/2017/0806/F,04/09/2017,Q2,04/09/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension to dwelling,1 Abbeyville Street  Newtownabbey  BT37 0AG,"335,549","382,549",Approved,Approved,18/10/2017,Q3,,,6.4,, 
LA03/2017/0807/F,04/09/2017,Q2,04/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling with attached garage,623 Doagh Road  Newtownabbey  BT36 5RZ,"331,396","385,708",Approved,Approved,25/10/2017,Q3,,,7.4,, 
LA03/2017/0809/F,04/09/2017,Q2,04/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Commercial,Rural: Settlement, , ,Proposed new bedroom block of 18 new bedrooms built over existing car parking,The Templeton Hotel  868 Antrim Road  Templepatrick,"323,043","385,640",Approved,Approved,20/12/2017,Q3,,,15.4,, 
LA03/2017/0810/F,05/09/2017,Q2,05/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Renovation and extension to rear of dwelling including an increase in ridge height to the main dwelling. (Amended Plans Received),56 Innisgarry Park  Antrim,"314,576","387,410",Approved,Approved,02/01/2018,Q4,,,16.2,, 
LA03/2017/0811/O,05/09/2017,Q2,05/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for infill dwelling.,Between 108 & 108A Cidercourt Road  Crumlin  Antrim,"313,441","376,588",Refused,Refused,15/12/2017,Q3,,,14.6,, 
LA03/2017/0812/F,05/09/2017,Q2,05/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,2 storey extension to rear of existing dwelling,14 Creeve Road  Randalstown  BT41 3LW,"305,246","388,297",Approved,Approved,22/11/2017,Q3,,,11.2,, 
LA03/2017/0815/F,05/09/2017,Q2,07/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Commercial,Urban, , ,Proposed internal mezzanine floor extension to existing showroom.,2 Mallusk Road  Newtownabbey  BT36 4AA,"329,664","382,686",Approved,Approved,08/11/2017,Q3,,,8.8,, 
LA03/2017/0816/RM,05/09/2017,Q2,05/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling and garage on a farm,Approx 60m North West of No. 35 Duneane Road  Toomebridge,"301,647","391,776",Approved,Approved,04/01/2018,Q4,,,16.6,, 
LA03/2017/0820/F,08/09/2017,Q2,08/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Other,Rural: Countryside, , ,"Extension to existing dwelling, increasing its ridge height to provide additional accommodation and also the addition of a rear-return (kitchen, living space and bedroom) and new garage.",54 Oldstone Hill  Antrim  BT41 4SB,"316,301","384,174",Approved,Approved,10/11/2017,Q3,,,9,, 
LA03/2017/0822/A,08/09/2017,Q2,12/09/2017,Antrim and Newtownabbey,BELFAST NORTH,Consent to Display,Local,Other,Urban, , ,Free standing hoarding adjacent to entrance,The Bellevue Arms  129 Antrim Road  Glengormley  BT36 7QS,"332,476","381,506",Approved,Approved,20/10/2017,Q3,,,5.6,, 
LA03/2017/0823/F,06/09/2017,Q2,06/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear and side extension.,4 Mayfield Village  Newtownabbey BT36 7WA,"330,356","381,528",Approved,Approved,10/11/2017,Q3,,,9.4,, 
LA03/2017/0824/F,07/09/2017,Q2,07/09/2017,Antrim and Newtownabbey,EAST ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey side extension for lounge,31 Glenview Way  Whiteabbey  Newtownabbey  BT37 0TR,"335,532","382,820",Approved,Approved,09/11/2017,Q3,,,9,, 
LA03/2017/0825/O,08/09/2017,Q2,12/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed Replacement Dwelling,Land 25m east of 36 Reahill Road  Newtownabbey  BT36 5SF,"333,174","387,341",Approved,Approved,22/11/2017,Q3,,,10.2,, 
LA03/2017/0826/F,08/09/2017,Q2,08/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Upper storey and garage extension, including partial use of the dwelling as Bed & Breakfast accommodation and increasing the curtilage of the dwelling to provide an access route to a proposed new garage in the rear garden",36 Ballyrobin Road  Templepatrick  Ballyclare  BT39 0JH,"321,000","384,104",Approved,Approved,05/03/2018,Q4,,,24.4,, 
LA03/2017/0827/F,31/08/2017,Q2,26/09/2017,Antrim and Newtownabbey,BELFAST NORTH,Full,Local,Mixed Use,Urban, , ,Change of use from off sales to deli bar including alterations to existing layout and entrance area and new extension to front of building,The Bellevue Arms  129 Antrim Road  Glengormley  Newtownabbey  BT36 7QS,"332,476","381,506",Approved,Approved,13/12/2017,Q3,,,11.2,, 
LA03/2017/0828/F,08/09/2017,Q2,13/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Commercial,Urban, , ,"Extension to existing restaurant to provide a new toilet block to serve the existing restaurant, relocated bin store area, new boundary fence and associated site works",Moes Grill  Junction One Retail Centre  Antrim  BT41 1LL,"314,247","388,275",Approved,Approved,17/11/2017,Q3,,,9.4,, 
LA03/2017/0829/A,06/09/2017,Q2,06/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Consent to Display,Local,Other,Rural: Countryside, , ,"Building and site signage comprising 2 No. illuminated well mounted signs, 4 No. illuminated freestanding signs and 2 No. non-illuminated freestanding signs.",Unit 3  175 Ballyrobin Road  Aldergrove  Crumlin  BT29 4DN,"315,283","381,093",Approved,Approved,20/10/2017,Q3,,,6.4,, 
LA03/2017/0836/F,08/09/2017,Q2,08/09/2017,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,"Two replacement dwellings and associated garages (replacing two existing dwellings located within the existing farmyard, which are to be retained as ancillary accommodation)",Lands adjacent to 20 Umgall Road  Nutts Corner  Crumlin,"325,019","379,693",Refused,Refused,22/03/2018,Q4,,,26.8,, 
