Id,DateReceived,ReceivedQ,DateValid,Authority,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA06/2019/0060/F,22/01/2019,Q4,07/02/2019,Ards and North Down,STRANGFORD,Full,Local,Commercial,Urban, , ,"Extension to existing shop, elevational changes, relocation of jet wash and provision of additional parking",Spar Filling Station  136 Donaghadee Road  Newtownards  BT23 7QR,"350,193","375,080",Pending, ,,,,,,1,< 6 months
LA06/2019/0061/F,22/01/2019,Q4,22/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Two-storey extension to front of existing dwelling to include the provision of an entrance porch and first floor balcony, and other alterations to include provision of new windows/doors, remodellling of hardlandscaping and other site works including minor demolition",115b Station Road  Holywood  BT18 0BU,"342,373","381,403",Approved,Approved,01/03/2019,Q4,,,5.6,, 
LA06/2019/0062/F,22/01/2019,Q4,31/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single-storey side and rear extension and ancillary works to include extension of existing brick boundary wall,31B Station Road  Craigavad  Holywood BT18 0BP,"342,512","381,126",Pending, ,,,,,,1,< 6 months
LA06/2019/0063/F,22/01/2019,Q4,24/01/2019,Ards and North Down,STRANGFORD,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling,19 Dunevly Road Portaferry BT22 1NB,"361,377","355,337",Pending, ,,,,,,1,< 6 months
LA07/2019/0127/F,22/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Single storey extension to rear of property,8 Kildare Street  Strangford,"358,766","349,587",Pending, ,,,,,,1,< 6 months
LA07/2019/0128/F,22/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Urban, , ,Change of use to Offices and escape/access window in first floor staff room in side wall south side of rear return (Amended description),81 Main Street  Newcastle,"337,723","331,341",Pending, ,,,,,,1,< 6 months
LA07/2019/0129/A,22/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Consent to Display,Local,Other,Urban, , ,Projecting Sign,81 Main Street  Newcastle,"337,723","331,341",Pending, ,,,,,,1,< 6 months
LA07/2019/0157/F,22/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",SOUTH DOWN,Full,Local,Change of Use,Rural: Settlement, , ,Proposed alterations and change of use from first floor dwelling to child day care facility,7-9 Lower Square  Castlewellan,"334,003","336,253",Pending, ,,,,,,1,< 6 months
LA07/2019/0180/F,22/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension to allow larger living/kitchen area.,27 Lisdrum Court  Newry  Co. Down,"307,860","325,172",Pending, ,,,,,,1,< 6 months
LA07/2019/0242/O,22/01/2019,Q4,22/01/2019,"Newry, Mourne and Down",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling with garage.,24 Carrivekeeney Road  Newry  Co. Down,"305,966","326,497",Pending, ,,,,,,1,< 6 months
LA08/2019/0112/O,22/01/2019,Q4,22/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling and garage.,Adjacent to and 20m east of 72 Navan Fort Road  Navan  Armagh  BT60 4PP,"285,004","344,965",Pending, ,,,,,,1,< 6 months
LA08/2019/0116/F,22/01/2019,Q4,22/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Agricultural,Rural: Countryside, , ,Proposed erection of an agricultural shed for storage of animal feed and bedding.,24a Drumaran Road  Gilford  Craigavon  Co Armagh  BT63 6DB,"308,664","347,284",Pending, ,,,,,,1,< 6 months
LA08/2019/0117/F,22/01/2019,Q4,22/01/2019,"Armagh, Banbridge and Craigavon",UPPER BANN,Full,Local,Residential,Urban,Urban extensions and alterations, , Single storey extension at rear of dwelling with attic conversion accessed from first floor.,181 Avenue Road  Lurgan  BT66 7BJ,"309,407","357,992",Approved,Approved,19/03/2019,Q4,,,7.8,, 
LA08/2019/0118/F,22/01/2019,Q4,23/01/2019,"Armagh, Banbridge and Craigavon",NEWRY AND ARMAGH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Erection of extension to rear of dwelling (ground floor and 1st floor),33 Victoria Street  Corporation  Armagh  Co. Armagh  BT61 9DS,"288,139","345,243",Approved,Approved,29/03/2019,Q4,,,9.2,, 
LA08/2019/0134/F,22/01/2019,Q4,25/01/2019,"Armagh, Banbridge and Craigavon",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Replacement dwelling.,10 Uppertown Road  Katesbridge  Banbridge  BT32 5NP,"322,960","339,411",Approved,Approved,12/03/2019,Q4,,,6.4,, 
LA09/2019/0082/O,22/01/2019,Q4,22/01/2019,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed site for new dwelling in infill,Between 59 and 55A Drumenny Road  Coagh  Cookstown,"293,345","378,392",Approved,Approved,26/03/2019,Q4,,,8.8,, 
LA09/2019/0087/O,22/01/2019,Q4,22/01/2019,Mid Ulster,MID ULSTER,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed infill dwelling and detached garage (ridge height 7.5m),Land adjacent to 29 Brackaghlislea Road  Draperstown,"280,398","392,735",Approved,Approved,26/03/2019,Q4,,,8.8,, 
LA09/2019/0089/F,22/01/2019,Q4,22/01/2019,Mid Ulster,FERMANAGH AND SOUTH TYRONE,Full,Local,Commercial,Rural: Settlement, , ,Proposed office and storage distribution,Adjoining Lettice Street and Monaghan Road  Aughnacloy,"266,582","351,884",Pending, ,,,,,,1,< 6 months
LA09/2019/0093/F,22/01/2019,Q4,22/01/2019,Mid Ulster,MID ULSTER,Full,Local,Commercial,Rural: Countryside, , ,Proposed extension to offices,71 Creagh Road  Castledawson,"296,339","390,742",Approved,Approved,26/03/2019,Q4,,,8.8,, 
LA09/2019/0126/F,22/01/2019,Q4,22/01/2019,Mid Ulster,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed dwelling,Approx 70m South West of 138 Gortlenaghan Road  Galbally  Dungannon,"271,752","364,697",Pending, ,,,,,,1,< 6 months
LA09/2019/0141/F,22/01/2019,Q4,31/01/2019,Mid Ulster,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed Agricultural Shed with Steel box Profile Facade.,Adj to 21 School Lane Gulladuff Magherafelt BT45 8PE,"290,734","399,457",Pending, ,,,,,,1,< 6 months
LA10/2019/0109/F,22/01/2019,Q4,22/01/2019,Fermanagh and Omagh,WEST TYRONE,Full,Local,Civic,Rural: Countryside, , ,3 no. standing stones creating entrance feature to village,80m East of the Church of St. Macartan  Kilskeery Road  Trillick,"232,763","355,670",Approved,Approved,21/03/2019,Q4,,,8.2,, 
LA10/2019/0110/F,22/01/2019,Q4,22/01/2019,Fermanagh and Omagh,WEST TYRONE,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Renovations and alterations to dwelling,283  Drumnakilly Road  Carrickmore,"259,426","373,049",Approved,Approved,20/02/2019,Q4,,,4.2,, 
LA10/2019/0117/F,22/01/2019,Q4,22/01/2019,Fermanagh and Omagh,WEST TYRONE,Full,Local,Residential,Urban,Urban housing developments, ,Conversion and alteration of nursing home into 16 no. single storey apartments,90  Dublin Road  Omagh,"245,841","371,628",Pending, ,,,,,,1,< 6 months
LA10/2019/0118/F,22/01/2019,Q4,22/01/2019,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Urban,New single urban dwellings, ,Renewal of planning approval L/2013/0543/F (Proposed dwelling and domestic garage),Windmill Heights  (Rear of 12 & 13 Windmill Drive)  Enniskillen,"222,617","344,058",Approved,Approved,04/03/2019,Q4,,,5.8,, 
LA10/2019/0131/F,22/01/2019,Q4,22/01/2019,Fermanagh and Omagh,FERMANAGH AND SOUTH TYRONE,Full,Local,Other,Rural: Settlement, , ,Extension to Dwelling,78 The Commons  Bellenaleck Enniskillen,"223,119","338,733",Approved,Approved,11/03/2019,Q4,,,6.8,, 
LA11/2019/0059/F,22/01/2019,Q4,22/01/2019,Derry and Strabane,WEST TYRONE,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Erection of balcony to rear of existing dwelling at first floor level.,26 Lowertown Road Strabane BT82 0LF,"238,128","402,811",Pending, ,,,,,12.2,1,< 6 months
LA11/2019/0081/F,22/01/2019,Q4,30/01/2019,Derry and Strabane,WEST TYRONE,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,"Proposed glamping site: consisting of 3No. wooden pods, with ancillary works and parking area.",Adjacent to and north No. 6 Aghabrack Road  Balix Upper  Plumbridge.,"248,556","395,859",Pending, ,,,,,,1,< 6 months
LA01/2019/0056/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Reuse and alteration of existing garage to provide master bedroom, living/kitchen/dining space, utility and store - including internal alterations.",12 Regent Park  Portstewart,"281,763","436,990",Approved,Approved,27/02/2019,Q4,,,5.0,, 
LA01/2019/0058/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling and garage on a farm,60m North East of 10 Ballyclough Road  Bushmills,"294,189","434,510",Pending, ,,,,,,1,< 6 months
LA01/2019/0064/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural other (countryside), , Retrospective application for new fence along length of all properties.  New entrance and hardstanding to be jointly used by all 3 properties,649-653 Seacoast Road  Limavady,"273,294","435,805",Pending, ,,,,,,1,< 6 months
LA01/2019/0065/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Demolish existing conservatory and build a single storey extension to the side and rear of house,61 Station Road  Dunloy,"303,111","420,503",Approved,Approved,27/02/2019,Q4,,,5.0,, 
LA01/2019/0066/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,NORTH ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), , Single storey side extension to dwelling,4 Carnbore Road  Bushmills,"295,717","439,348",Approved,Approved,22/03/2019,Q4,,,8.2,, 
LA01/2019/0067/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed rear extension to existing dwelling to include utility/bedroom and ensuite,7 Willowfield Drive  Coleraine,"285,094","434,907",Approved,Approved,19/03/2019,Q4,,,7.6,, 
LA01/2019/0071/RM,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed Detached Chalet Bungalow and detached Garage.,90m West of 110 Drumcroon Road  Blackhill  Coleraine,"284,170","421,698",Approved,Approved,22/03/2019,Q4,,,8.2,, 
LA01/2019/0075/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Housing development incorporating a mix of detached and semi-detached dwellings.  12no. semi-detached and 5no. detached dwellings. (Change of house types from house types previously approved under LA01/2016/1086/F).,65m North of 55 Garvagh Rd  Dungiven,"269,408","409,911",Pending, ,,,,,,1,< 6 months
LA01/2019/0089/LBC,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Listed Building Consents,Local,Other,Urban, , ,"Amendments to listed St.Patrick's Parish Centre to include roof alterations, extension and internal refurbishment works as part of the wider redevelopment of Northern Regional College, Coleraine Campus to facilitate the consolidation of Coleraine and Ballymoney campuses on the existing expanded site.",St Patrick's Parish Centre  50 Brook Street  Coleraine,"285,035","432,622",Pending, ,,,,,,1,< 6 months
LA01/2019/0091/F,23/01/2019,Q4,23/01/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Major,Civic,Urban, , ,"Redevelopment of Northern Regional College, Coleraine Campus to facilitate the consolidation of Coleraine and Ballymoney Campuses.  Works to include the demolition and redevelopment of existing college building on existing expanded site.  Amendments to listed St Patrick's Parish Centre to include roof alterations, extension and internal refurbishment work.  Public access onto Anderson Park, landscaping, fencing, service yard, associated plant and site works.  Reconfiguration of existing Brook Street car park to provide additional parking, re-located access, lighting and area of landscaped open space.",Northern Regional College (Coleraine Campus)  Union Street including adj lands to the south currently accommodating the St Patrick's Parish Centre  St Patrick's Church Hall.  Brook Street car park and playing fields  Coleraine.,"285,121","432,822",Pending, ,,,,,,1,< 6 months
LA01/2019/0163/F,23/01/2019,Q4,18/02/2019,Causeway Coast and Glens,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Proposed extension to garage to provide a home office, store and games room for clients consultancy business",96 Millbank Ave  Portstewart,"282,717","438,983",Pending, ,,,,,,1,< 6 months
LA02/2019/0047/F,23/01/2019,Q4,23/01/2019,Mid and East Antrim,EAST ANTRIM,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Single storey rear living room and detached garage/shed extensions to a single storey detached dwelling,6 Grace Avenue  Ballygally  Larne,"337,428","407,681",Approved,Approved,14/03/2019,Q4,,,7.2,, 
LA02/2019/0048/F,23/01/2019,Q4,23/01/2019,Mid and East Antrim,NORTH ANTRIM,Full,Major,Civic,Urban, , ,"Redevelopment of Northern Regional College, Farm Lodge campus Ballymena to facilitate the consolidation of Farm Lodge, Trostan and Lamont buildings. Works to include the demolition of existing college building and new campus to include development of new building, car parking, internal vehicular drop off point, service yard, landscaping, fencing and associated site works. Site access works to include reconfiguration of access at Farm Lodge Avenue",Existing Northern Regional College Campus  Farm Lodge Building  Farm Lodge Avenue  Ballymena and vacant strip of land (formally part of St Patrick's Barracks) to the south,"311,298","403,561",Pending, ,,,,,,1,< 6 months
LA02/2019/0049/A,23/01/2019,Q4,23/01/2019,Mid and East Antrim,NORTH ANTRIM,Consent to Display,Local,Other,Urban, , ,11005X2760 led SIGNAGE BY DIGILED (UK) PRODUCT: DIGITILE Outdoor Rental.and internally illuminated box signage with applied vinyl graphics,Green Pastures Church Former DSD Lands East of Antrim Road South of Ballee Way West of Pennybridge Ind Estate and North of the A26 Dual Carriageway including Ballee Road East to Larne Road Roundabout Ballee Ballymena,"311,400","401,158",Approved,Approved,18/02/2019,Q4,,,3.6,, 
LA02/2019/0050/F,23/01/2019,Q4,23/01/2019,Mid and East Antrim,NORTH ANTRIM,Full,Local,Change of Use,Urban, , ,Change of Use from retail unit to sit in restaurant,Unit 7 Galgorm Court  Galgorm,"307,798","402,522",Approved,Approved,21/02/2019,Q4,,,4.2,, 
LA03/2019/0058/F,23/01/2019,Q4,23/01/2019,Antrim and Newtownabbey,EAST ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Storey and a half extension to side of existing dwelling,4 Glenview Drive  Whiteabbey  Newtownabbey  BT37 0TP,"335,522","382,901",Approved,Approved,04/03/2019,Q4,,,5.6,, 
LA03/2019/0085/F,23/01/2019,Q4,01/02/2019,Antrim and Newtownabbey,SOUTH ANTRIM,Full,Local,Civic,Urban, , ,Retention of existing access to Glenoak Mills and land adjacent. (Retrospective application),Land adjacent to and NE of Burn Bank House  River Oaks  Crumlin,"315,592","376,455",Pending, ,,,,,14.2,1,< 6 months
LA03/2019/0149/O,23/01/2019,Q4,23/01/2019,Strategic Planning Division,SOUTH ANTRIM,Outline,Local,Other,Urban, , ,"Application to vary Condition 3 (Revised Transport Statement), and Condition 10 (delivery of the entire relief road prior to commencement) and removal of Condition 8 (400 unit limit) of Planning Permission U/2006/0377/O",Lands extending from north of Doagh Road (opposite No.0141 Doagh Road) to the Templepatrick Road  Ballyclare  Immediately West of the cemetery  Huntingdale and Dennisons Industrial Estate.,"327,382","390,545",Pending, ,,,,,,1,< 6 months
LA04/2019/0177/F,23/01/2019,Q4,07/02/2019,Belfast,BELFAST EAST,Full,Local,Other,Rural: Countryside, , ,"Removal and repositioning of entrance gate and walls, existing access to remain unaltered.",392 Belmont Road  Belfast  BT4 2NH,"339,605","375,247",Approved,Approved,27/03/2019,Q4,,,6.6,, 
LA04/2019/0179/O,23/01/2019,Q4,23/01/2019,Belfast,BELFAST SOUTH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Proposed erection of a detached dwelling,Lands approx. 40m East of 32 Rocky Road  Belfast  BT8,"336,789","370,762",Pending, ,,,,,,1,< 6 months
LA04/2019/0181/F,23/01/2019,Q4,23/01/2019,Belfast,BELFAST SOUTH,Full,Local,Change of Use,Urban, , ,Proposed change of use of existing unit to fitness studio/gym and personal training facility with no external alterations,Unit 1B Lanyon Quay  Belfast  Co Antrim  BT1 3LG,"334,409","374,213",Pending, ,,,,,,1,< 6 months
LA05/2019/0077/O,23/01/2019,Q4,29/01/2019,Lisburn and Castlereagh,LAGAN VALLEY,Outline,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,2no infill sites for 2no dwellings with garages in compliance with PPS21 CTY 8 including individual road access,Site adjacent to and west of 7 Lower Ballinderry Road  Lisburn,"315,287","367,288",Pending, ,,,,,12.2,1,< 6 months
LA06/2019/0064/F,23/01/2019,Q4,23/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension,54 Abbot's Walk  Bangor  BT20 4EL,"350,425","380,241",Approved,Approved,26/02/2019,Q4,,,4.8,, 
LA06/2019/0065/F,23/01/2019,Q4,23/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey side extension.,14 Donard Avenue  Bangor  BT20 3QD,"349,748","381,281",Approved,Approved,26/02/2019,Q4,,,4.8,, 
LA06/2019/0066/F,23/01/2019,Q4,23/01/2019,Ards and North Down,NORTH DOWN,Full,Local,Change of Use,Urban, , ,"Change of Use from Class A: Retail to provision of a centre that will contain offices, 2 No. classrooms and a community shop/cafe, beauty and technology rooms with associated kitchen and toilets.",Unit 1 Kilcooley Square  Kilcooley  Bangor  BT19 1SH,"348,585","380,259",Pending, ,,,,,,1,< 6 months
