ID,DateReceived,ReceivedQ,DateValid,Authority,LPA19CD,LPA19NM,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
A/1990/4041,20-Apr-1990,,26-Apr-1990,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Full,Local,Other,Urban, , ,Improvements to Dwelling,2 WOODFORD AVENUE LONDONDERRY,"246,679","414,643",Approved,Approved,01-May-2024,Q1,,,"1,710.6",, 
A/2011/0115/F,02-Mar-2011,,02-Mar-2011,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Full,Major,Industrial,Rural: Countryside, , ,"Extension to quarry including consolidation of extraction areas previously approved under planning consent A/1998/0635/F and A/442/75, retention of entrance gates and security fencing, installation of spray-type wheelwash and weighbridge, use of mobile crushing and screening, native species planting, landscaping and full site restoration.",Gortree Quarry  Gortree Road  Gorticross  Londonderry  BT47 3LN,"248,663","417,130",Pending, ,,,,,,1,12 months and over
P/2011/0246/F,08-Mar-2011,,08-Mar-2011,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Civic,Rural: Countryside, ,Biomass/anaerobic digester,Proposed erection of anaerobic digestion facility and ancillary works inclusive of road junction improvements,Approximately 815 metres east of no. 60 Tandragee Road   Newry,"308,092","330,825",Withdrawn,Withdrawn,,,04-Feb-2025,Q4,691.4,, 
N/2011/0159/F,07-Apr-2011,,07-Apr-2011,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Major,Residential,Rural: Countryside,Rural housing developments (countryside), ,Erection of Housing development consisting of 48 dwellings and a new pumping station and all associated site works (amended design),Lands approximately 67m to the south east of 58 Banbridge Road  Waringstown,"310,999","354,489",Pending, ,,,,,,1,12 months and over
P/2012/0396/F,25-May-2012,,25-May-2012,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Local,Civic,Urban, , ,Amendments to the existing waste transfer/materials recovery facility to permit the acceptance of baled refuse derived fuels (RDF) at the site; construction of external storage bays; construction of an external sort area for segregating dense hard plastics; construction of a noise barrier from thick steel paneling; interim storage of unprocessed waste in trailers prior to processing on site and interim storage of baled waste prior to processing on site (Amended description and additional information received),Shepherd's Drive  Carnbane Industrial Estate  Newry  BT35 6JQ,"307,588","329,309",Pending, ,,,,,,1,12 months and over
B/2013/0030/F,06-Feb-2013,,06-Feb-2013,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Commercial,Urban, , ,"Alterations of existing building and two storey rear extension to accomodate enclosed stairwell, WC's and external smoking area.",48 Main Street   Limavady.,"267,077","423,315",Approved,Approved,11-Dec-2024,Q3,,,589.4,, 
P/2013/0231/F,21-Mar-2013,,21-Mar-2013,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Local,Industrial,Rural: Countryside, , ,Rock extraction with restoration of extracted area to pasture.,On Blackrock Road Crossmaglen Newry 240 Metres south west of no 11 Teer Road Crossmaglen Newry,"289,901","317,127",Pending, ,,,,,,1,12 months and over
P/2013/0789/F,28-Oct-2013,,28-Oct-2013,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Change of Use,Urban, , ,Relocation of area of open space from that previously approved under P/03/0542/F,Opposite and NE of No 14 Elmgrove  Rathfriland Road  Newry  BT34 1GZ,"310,193","327,896",Pending, ,,,,,,1,12 months and over
B/2014/0047/F,07-Mar-2014,,07-Mar-2014,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Mixed Use,Rural: Countryside, , ,"Retrospective application for internal sub-division of 2 existing dwellings to form self catering tourist unit in each dwelling at 76E and F and 76C and D Duncrun Road, Bellarena, Limavady",Between 76 and 76A Duncrun Road   Bellarena   Limavady   BT49 0JD,"268,276","432,100",Approved,Approved,12-Dec-2024,Q3,,,535.6,, 
H/2014/0119/F,03-Apr-2014,,03-Apr-2014,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Rural: Countryside, ,Hydroelectricity,To develop a microhydro electricity generating renewable energy system (58Kw) on the Glengomna Water. Electricity to be exported to the grid.,Turbine House 150M Se Of 91 Bancran Road Draperstown. Intake Structure 1300M NW Of Turbine House On Glengoma Water,"272,366","393,501",Pending, ,,,,,,1,12 months and over
R/2014/0471/F,03-Sep-2014,,03-Sep-2014,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Civic,Rural: Countryside, ,Single wind turbine,Proposed 250kw Wind Turbine with hub height of 40m,Approx 180m North of 11 Moneylane Road Dundrum,"339,324","337,225",Refused,Refused,18-Jun-2024,Q1,,,486.8,, 
Q/2014/0341/F,19-Sep-2014,,19-Sep-2014,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Full,Major,Residential,Urban,Urban housing developments, ,Demolition of existing properties and the redevelopment of a redundant site for 76 No. dwellings including associated access and car parking. (amended proposal),Lagan Mills  Lower Mount Street  Dromore,"320,408","353,234",Pending, ,,,,,,1,12 months and over
Q/2014/0342/F,19-Sep-2014,,19-Sep-2014,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Full,Local,Commercial,Urban, , ,Demolition of existing properties and the redevelopment of a redundant site for a class A1 retail unit including associated access and car parking (amended proposal),Nos. 2-14 Lower Mount Street and nos. 9-15 Lower Mount Street  Dromore,"320,290","353,292",Pending, ,,,,,,1,12 months and over
Q/2014/0346/DCA,19-Sep-2014,,19-Sep-2014,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Other consents,Local,Other,Urban, , ,Demolition of the above properties to facilitate redevelopment of the former Lagan Mills site (amended scheme),Nos. 2-14 Lower Mount Street  Nos. 9-15 Lower Mount Street and Nos. 1-4 Riverside Terrace  Dromore,"320,290","353,293",Pending, ,,,,,,1,12 months and over
R/2014/0622/F,19-Nov-2014,,19-Nov-2014,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",STRANGFORD,Full,Local,Change of Use,Urban, , ,"Proposed change of use from retail & residential unit to coffee shop, church, creche and offices",17-19 Main Street  Ballynahinch,"336,707","352,541",Pending, ,,,,,,1,12 months and over
I/2015/0054/F,18-Feb-2015,,18-Feb-2015,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed pig fattening shed with feed bin (to contain 1500 pork pigs),Land Approx 185M South East Of 15 Knockanroe Road Tullyconnell Cookstown BT80 8SR,"284,607","374,680",Pending, ,,,,,,1,12 months and over
Q/2015/0088/DCA,10-Mar-2015,,10-Mar-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Other consents,Local,Other,Urban, , ,Demolition of shed buildings to facilitate redevelopment of the former lagan Mills site,Sheds adjoining the north-eastern boundary of the former Lagan Mills site  Lower Mount Street  Dromore,"320,507","353,183",Pending, ,,,,,,1,12 months and over
O/2015/0113/F,11-Mar-2015,,11-Mar-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Countryside,Rural housing developments (countryside), ,"Erection of housing development (10 no dwellings including all siteworks) (Amended description, amended location, amended plans)",Lands adjacent to and north and north west of 127 Granemore Road  Granemore  Keady  BT60 2NJ,"288,126","334,699",Pending, ,,,,,,1,12 months and over
P/2015/0218/F,16-Mar-2015,,30-Mar-2015,Strategic Planning Division,N13000012,Department for Infrastructure LPA,SOUTH DOWN,Full,Major,Civic,Rural: Countryside, ,Wind farm,"Construction of a wind farm comprising 8 no. wind turbines (tip height not exceeding 142.5 metres), and electrical substation and control building, construction of internal access tracks, spoil deposition areas, temporary construction compound, formation of passing bays on Mullaghgarriff Road, delivery route improvements at Rostrevor Road, junction improvements at Rostrevor/Mullaghgarriff Road and all associated ancillary works.",Lands approximately 650m south west of 40 Mullaghgarriff Road  Newry in the townlands of Gruggandoo  Grugganskeagh and Mullaghgarve  BT34 5LT,"320,124","326,270",Pending, ,,,,,,1,12 months and over
LA01/2015/0188/F,15-May-2015,,09-Dec-2016,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Major,Agricultural,Rural: Countryside, , ,"Proposed broiler poultry house (containing 33,500 birds) landscaping swale and ancillary site works at lands approximately 275 metres north west of 145 Pollys Brae Road Limavady Co. Derry",275m NW of 145 Pollysbrae Road   Limavady,"264,475","414,605",Pending, ,,,,,,1,12 months and over
LA07/2015/0367/O,21-May-2015,,21-May-2015,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for Farm Dwelling,Adjoining and to the south/east side of 259 Moyad Road   Kilkeel,"328,823","319,379",Withdrawn,Withdrawn,,,28-Aug-2024,Q2,460.8,, 
LA04/2015/0796/DCA,30-Jun-2015,,30-Jun-2015,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Other consents,Local,Other,Urban, , ,Demolition of existing multi-storey building,Brunswick House  5-7 Brunswick Street  Belfast  BT2 7GE,"333,618","373,874",Pending, ,,,,,,1,12 months and over
LA08/2015/0773/F,10-Sep-2015,,10-Sep-2015,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Mixed Use,Rural: Countryside, , ,"Retention of shop, store, storage containers and associated siteworks (Amended proposal)",Lands at 283 Newtownhamilton Road  Farranamucklagh  Armagh,"289,740","335,850",Withdrawn,Withdrawn,,,04-Jul-2024,Q2,438.4,, 
LA06/2015/0677/F,29-Sep-2015,,28-Oct-2015,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Agricultural,Rural: Countryside, , ,"Replacement of existing structure with 1 No. single storey unit to accommodate stables, coach house, tack room, workshop and toilet (Revised description and amended plans)",251a Bangor Road  Whitespots  Newtownards  Co.Down  BT23 7PM,"349,765","376,738",Pending, ,,,,,,1,12 months and over
LA07/2015/1026/F,12-Oct-2015,,12-Oct-2015,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Granny flat including roof space conversion with rear dormer, single storey extension to rear and single storey extension to side",24 Ringclare Road   Newry   Co Down   BT34 1RY,"311,086","336,390",Withdrawn,Withdrawn,,,28-Aug-2024,Q2,441.2,, 
LA01/2016/0127/F,26-Jan-2016,,26-Jan-2016,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Major,Mixed Use,Rural: Countryside, , ,"Retrospective farm diversification scheme to include fishing lakes, amenity building plus parking area",235m S E of 75 Duncrun Road  Magilligan  Limavady,"268,329","431,801",Approved,Approved,31-May-2024,Q1,,,414.8,, 
LA09/2016/0510/F,13-Apr-2016,,13-Apr-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Urban, , ,"Erection of a War Memorial to commemorate WWI and WWII Dead, along with bollards and lighting",Broad Street Magherafelt,"289,707","390,689",Pending, ,,,,,,1,12 months and over
LA09/2016/0634/O,04-May-2016,,04-May-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Outline,Local,Mixed Use,Rural: Countryside, , ,"Replacement of existing filling station, shop and car wash to incorporate along side it the construction of mixed use units (including a filling station, classes A1 and classes B2) and associated car parking and landscaping  (Transport assessment received)",132 Drum Road Cookstown,"279,852","376,890",Pending, ,,,,,,1,12 months and over
LA09/2016/0748/F,24-May-2016,,24-May-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Urban, , ,"Proposed erection of a memorial to commemorate the centenary of the 1916 Easter Rising and those who died fighting for Irish Freedom, along with two flag holders and lighting",Broad Street Magherafelt,"289,691","390,644",Pending, ,,,,,,1,12 months and over
LA09/2016/0847/O,14-Jun-2016,,14-Jun-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Outline,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed site for new Chalet Dwelling (additional plans and tree survey),Approx 150M Se Of 22-24 Hanover Square Coagh,"289,020","378,620",Pending, ,,,,,,1,12 months and over
LA07/2016/0898/O,01-Jul-2016,,01-Jul-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Outline,Local,Mixed Use,Urban, , ,"Outline planning permission, with some matters reserved, is being sought for a period of 5 years for proposed development comprising an industrial estate incorporating light industrial and distribution and storage uses on lands at Carnmeen Farm, accessed from the Derryboy Rd within the Carnbane Industrial Estate. The outline proposal provides for mix of B2 light industrial (c.27500m2) and B4 storage and distribution uses (c 28500 m2) with a maximum total gross floorspace provision of 56000m2 together with the provision of ancillary carparking facilities and associated services. (Amended plans and revised description)","Lands at Carnmeen Farm (to the east of the A27 Tandragee Road and to the east and south of the A1 Newry bypass)   Newry and land comprising a small section of southbound road verge on the A28 Armagh Road, Newry on the approach to the roundabout junction with the A1.","307,921","330,531",Approved,Approved,06-Jan-2025,Q4,,,423.0,, 
LA01/2016/0937/F,04-Aug-2016,,04-Aug-2016,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Agricultural,Rural: Countryside, , ,Retention of farm building with slatted floor and below ground slurry reception tank and associated yard.,Lands approximately 95m East of 6 Drumrane Road  Limavady.,"266,324","421,848",Pending, ,,,,,,1,12 months and over
LA09/2016/1162/F,22-Aug-2016,,22-Aug-2016,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Housing development adjacent to and South West of No. 31 Trewmount Road (Reduced from 19 dwellings to 17 dwellings),29 Trewmount Road Killyman Dungannon And Lands Adjacent,"284,250","360,834",Approved,Approved,13-Sep-2024,Q2,,,401.0,, 
LA07/2016/1122/F,23-Aug-2016,,23-Aug-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Proposed new housing development of 16 no semi-detached & 4 no townhouses and associated site works.,Site at Bog Road  Forkhill south-west of junction with Church Road and west of junction between Main Street and School Road  Forkhill  Newry Co Armagh.,"301,217","316,127",Pending, ,,,,,,1,12 months and over
LA09/2016/1406/F,05-Oct-2016,,05-Oct-2016,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Mixed Use,Rural: Countryside, , ,Provision of Additional Car Parking and Associated Site Works,Lands 60M Se Of The Ponderosa Bar And Restaurant 974 Glenshane Road Dungiven,"278,190","403,174",Pending, ,,,,,,1,12 months and over
LA11/2016/0968/F,28-Oct-2016,,03-Nov-2016,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Residential,Urban,Urban housing developments, ,Construction of 12 No. 3 Bed Semi detached houses together with associated site works and access onto Fountain Street,"Site adjacent to North Western boundary of No. 50 Fountain Street, Strabane, Co. Tyrone, BT82 8JL","235,409","397,040",Approved,Approved,03-May-2024,Q1,,,372.4,, 
LA07/2016/1612/F,06-Dec-2016,,06-Dec-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Agricultural,Rural: Countryside, , ,Proposed agricultural shed,Approximately 110m east of 83 Slievenaboley Road  Dromara  Dromore  BT25 2EW,"327,337","343,481",Pending, ,,,,,,1,12 months and over
LA07/2017/0024/F,30-Dec-2016,,30-Dec-2016,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Other,Rural: Countryside, , ,"Amendment/Variation of Conditions 4 and 6 of Planning approval R/2002/0971/F. Condition 4 to read ""In any calendar year the site shall be used for no more than the following number of days for each purpose:- Motor car racing, practising and speed trails including motor car sprints, motorcycle racing including practising and speed trails, Go-kart racing including practising and speed trails twenty four days in total''.  Condition 6 to read "" Racing to take place on more than two Sundays per calendar year",29 Lismore Road  Bishopscourt  Ballyhornan  BT30 7EY,"357,460","342,520",Pending, ,,,,,,1,12 months and over
LA11/2017/0264/F,23-Feb-2017,,02-Mar-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed 1 No. Pig shed with 2 No. feed bins and an above ground slurry store at land approx. 310m SW of 19 Barron Road, Dunamanagh, Strabane, BT82 0JD -  Revised AQIA & Nutrient Management Plans",Land approx. 310m S.W of 19 Barron Road Dunamanagh Strabane BT82 0JD (central grid reference - 242389  401128,"242,457","401,163",Pending, ,,,,,,1,12 months and over
LA07/2017/0464/F,22-Mar-2017,,22-Mar-2017,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",NEWRY AND ARMAGH,Full,Major,Industrial,Urban, , ,"Light industry, business and storage and distribution units, car parking, landscaping, ancillary works (including cut and fill) with access onto Carnbane Way",Lands to the North of Rathmore Road (60m North/North West of 23 and 32 Rathmore Road)   adjacent and North West of 86/88 Shandon Park   sited immediately adjacent and South of and access onto Carnbane Way   Newry,"308,396","328,680",Withdrawn,Withdrawn,,,20-Jan-2025,Q4,389.0,, 
LA11/2017/0348/F,29-Mar-2017,,03-Apr-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Full,Local,Agricultural,Rural: Countryside, , ,Retention of in part above ground slurry lagoon formed using clay banks and purpose made liner,Approx 215m NNE of 191 Glenshane Road  Claudy   Co Londonderry,"248,727","412,185",Refused,Refused,10-Oct-2024,Q3,,,373.8,, 
LA09/2017/0642/F,09-May-2017,,09-May-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Settlement,New single rural dwellings (settlement), ,Proposed dwelling,Approx 10M N.E. Of 5 Glenville Terrace Upperlands,"287,244","404,521",Pending, ,,,,,,1,12 months and over
LA09/2017/0706/F,23-May-2017,,23-May-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Agricultural,Rural: Countryside, , ,Proposed 1 pig shed with 1 feed bin and associated site works (pig shed to contain 600 fattener pigs)  (Amended description),Land Approx. 250M N.W. Of 18 Corkill Road Cookstown,"273,922","379,656",Pending, ,,,,,,1,12 months and over
LA01/2017/0769/F,09-Jun-2017,,09-Jun-2017,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,NORTH ANTRIM,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed new poultry unit for 16,000 birds.  New store, meal bins, concrete apron and associated landscaping",330m East of 166 Garryduff Road  Dunloy,"300,328","421,374",Pending, ,,,,,,1,12 months and over
LA09/2017/0810/F,14-Jun-2017,,14-Jun-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,New Dwelling,Coltrim Lane Moneymore (Approx. 220M From Junction With Cookstown Road),"284,740","382,012",Pending, ,,,,,,1,12 months and over
LA02/2017/0594/F,23-Jun-2017,,26-Jun-2017,Strategic Planning Division,N13000012,Department for Infrastructure LPA,NORTH ANTRIM,Full,Major,Civic,Rural: Countryside, ,Wind farm,"Construction of a wind farm comprising 7 no. wind turbines (tip height not exceeding 125 metres), an electrical substation/control building, construction of internal access tracks and new access upgrade out onto the Kilnacolpagh Road and new access out onto Lough Road, temporary construction compound, formation of passing bays on Lisles Hill Road, Kilnacolpagh Road and Lough Road, junction improvements at A8/A36 roundabout junction, A8 Millbrook roundabout, Road bend on the A36 near Larne, motorway off slip at Broughshane (A42) junction 11, and Raceview Road, Lisles Hill Road, Lough Road and Kilnacolpagh Road and all associated ancillary works.",Lands 560 metres east of 87 Carnalbanagh Road to 770 metres north west of 43 Carnalbanagh Road   including access out onto Kilnacolpagh and Lough Road   in the townlands of Carnalbanagh Kilnacolpagh and Buckna 9.5 kilometres east of Broughshane,"325,624","408,362",Pending, ,,,,,,1,12 months and over
LA11/2017/0637/F,28-Jun-2017,,28-Jun-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Other,Rural: Countryside, , ,Permission is sought to vary Conditions 2 (Boundary treatment) & 7 and 8 (Visibility Splays) in relation to application J/2011/0424/F (approved anaerobic digester) (plans re: visibility splays received).,110m North of 53 Dunnalong Road Bready Co Tyrone  BT82 0DW,"236,664","409,932",Pending, ,,,,,,1,12 months and over
LA09/2017/1011/F,06-Jul-2017,,28-Jul-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Mixed Use,Rural: Countryside, , ,"Conversion and new build to create 5 self catering units at Waterwall Bar, Portglenone",187 Mayogall Road Clady Portglenone,"294,918","403,018",Approved,Approved,22-Jan-2025,Q4,,,372.4,, 
LA02/2017/0670/F,27-Jul-2017,,27-Jul-2017,Mid and East Antrim,N13000009,Mid and East Antrim LPA,NORTH ANTRIM,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed new poultry unit for up to 32,000 free range layers.  New concrete apron, meal bins and associated landscaping.",Land approx. 334m N E of 80 Duneoin Road  Glarryford,"303,680","410,570",Pending, ,,,,,,1,12 months and over
LA01/2017/1028/F,31-Jul-2017,,07-Aug-2017,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,"Proposed housing development - Comprising of 28 No. Dwellings, a mixture of detached and semi-detached dwellings, (27 No. Dwellings at two storey, 1 No. Dwelling single storey) with detached domestic garages (Scheme includes 5 No. Social dwellings)",Lands to the west and south west of no. 249 Clooney Road Greysteel,"257,429","421,052",Approved,Approved,01-Nov-2024,Q3,,,360.2,, 
LA04/2017/1991/F,15-Aug-2017,,20-Sep-2017,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Major,Mixed Use,Urban, , ,Construction of a new 5 storey office development for science and I.T. based business and associated car parking and public realm works.,Land adjacent to   Concourse Buildings   Queens Road   Belfast   BT3 9DT.,"335,898","376,176",Approved,Approved,31-Mar-2025,Q4,,,374.2,, 
LA01/2017/1162/F,08-Sep-2017,,08-Sep-2017,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,NORTH ANTRIM,Full,Major,Agricultural,Rural: Countryside, , ,"Erection of two new broiler units for up to 37,000 birds per unit, extension to existing concrete apron, new meal silos, drainage, associated landscaping and retention of site works.",Lands 220m North West of 81 Glenbuck Road  Dunloy.,"300,742","415,593",Pending, ,,,,,,1,12 months and over
LA09/2017/1367/F,05-Oct-2017,,05-Oct-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Change of Use,Rural: Countryside, , ,Proposed conversation to existing grade B1 listed dwelling into 2 dwelling units and conversion of existing outbuildings into 3 dwellings units including site works at Lisnamorrow House,Lisnamorrow House 45 Carraloan Road Lisnamorrow Magheragfelt,"292,602","388,062",Pending, ,,,,,,1,12 months and over
LA09/2017/1405/F,06-Oct-2017,,06-Oct-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Change of Use,Rural: Countryside, , ,Part use of Port A Cabin for office use (retrospective),40M South East Of 35 Moss Road Ballymaguigan,"295,258","388,855",Pending, ,,,,,,1,12 months and over
LA08/2017/1381/LBC,12-Oct-2017,,12-Oct-2017,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Listed Building Consents,Local,Other,Rural: Countryside, , ,Proposed conversion of outbuildings into 3No. residential units with provision of ancillary parking and garden areas. Alteration to vehicular access and boundary wall.,"Adjacent to and east of 25 Drumaran Road, GIlford.","308,841","347,321",Withdrawn,Withdrawn,,,19-Nov-2024,Q3,353.2,, 
LA08/2017/1385/F,12-Oct-2017,,12-Oct-2017,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Local,Change of Use,Rural: Countryside, , ,"Proposed conversion of outbuildings into 3 no residential units with provision of ancillary parking and garden areas, alteration to vehicular access and boundary wall",Adjacent to and east of 25 Drumaran Road   Gilford,"308,841","347,321",Withdrawn,Withdrawn,,,19-Nov-2024,Q3,353.2,, 
LA08/2017/1413/LBC,18-Oct-2017,,18-Oct-2017,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Listed Building Consents,Local,Other,Rural: Countryside, , ,Retrospective application for alterations to and refurbishment of dwelling.,25 Drumaran Road   Gilford   BT63 6DB,"308,830","347,312",Approved,Approved,16-Apr-2024,Q1,,,322.4,, 
LA08/2017/1414/F,18-Oct-2017,,18-Oct-2017,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Retrospective application for alterations to and refurbishment of dwelling,"25 Drumaran Road, Gilford, BT63 6DB","308,830","347,309",Approved,Approved,12-Apr-2024,Q1,,,322.0,, 
LA01/2017/1423/F,19-Oct-2017,,01-Nov-2017,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed retention of part of farm shed, with alterations to reduce scale and amend design; and retention of existing agricultural access and lane.","6 Largy Road, Limavady","267,386","418,546",Approved,Approved,31-Dec-2024,Q3,,,355.8,, 
LA11/2017/0993/F,19-Oct-2017,,25-Oct-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Proposed 2 No free range poultry houses (layers) max 16,000 birds  in each house with 4 no meal bins and litter shed",Approx 110m north west of 354 Lisnaragh Road Plumbridge BT79 8AP,"247,979","394,255",Pending, ,,,,,,1,12 months and over
LA09/2017/1463/LBC,23-Oct-2017,,23-Oct-2017,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Listed Building Consents,Local,Other,Rural: Countryside, , ,Proposed conversion to existing grade B1 listed dwelling into 2 dwelling units and conversion of existing outbuildings into 3 dwelling units including site works,Lisnamarrow House 45 Carraloan Road Lisnamarrow Magherafelt,"292,601","388,062",Pending, ,,,,,,1,12 months and over
LA10/2017/1162/F,02-Nov-2017,,02-Nov-2017,Fermanagh and Omagh,N13000007,Fermanagh and Omagh LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Erection of free range poultry house with 2no. feed bins, washing collection tank, standby generator building, litter storage shed and associated siteworks. (To contain 16000 free range egg laying hens)",80m north of 5 Inver Road   Shannock Green   Magheraveely   Newtownbutler,"249,744","329,117",Refused,Refused,28-Jun-2024,Q1,,,330.4,, 
LA11/2017/1016/F,06-Nov-2017,,06-Nov-2017,Derry and Strabane,N13000006,Derry City and Strabane LPA,WEST TYRONE,Full,Local,Agricultural,Rural: Countryside, , ,"Additional Info./Amended Plans Received: Proposed pig house (to house 1926 pigs), slurry store (above ground),new access lane, hardcore yard and associated site works(amended description & amended plans)",Approx 200m NE of 10 Drumlegagh Church Road  Newtownstewart,"233,724","381,878",Pending, ,,,,,,1,12 months and over
