ID,DateReceived,ReceivedQ,DateValid,Authority,LPA19CD,LPA19NM,Constituency,AppType,Classification,StatsCategory,Urban_Rural,HousingType,RenewableType,Proposal,SiteAddress,Easting,Northing,Status@31Mar,Decision_Withdrawal,DecisionIssuedDate,DecidedQ,DateWithdrawn,WithdrawnQ,processingtime_wks,Live@31Mar,timeinsystem
LA04/2024/1140/F,28-Jun-2024,Q1,19-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Local,Residential,Urban,New single urban dwellings, ,Erection of 2-storey dwelling adjoining No.45 Glenlea Park. Alterations to existing dwelling (No.45) to include new front porch entrance and fenestration changes. Additional site works. (Amended Plans Received).,"45 Glenlea Park,  Belfast,  BT4 2QG","338,767","376,237",Pending, ,,,,,,1,6 - 12 months
LA04/2024/1141/DCA,28-Jun-2024,Q1,28-Jun-2024,Belfast,N13000004,Belfast LPA,BELFAST WEST,Other consents,Local,Other,Urban, , ,"Demolition of existing buildings and construction of Purpose Built Multi Storey Managed Student Accommodation (821no. rooms) with heights of between 6-9 storeys and associated shared/ancillary spaces with ground floor retail/retail service units, resident's gym/cinema and ancillary development/uses","Lands including and to the rear of 24-54 Castle Street, 2-6 Queen Street, 1-7 & 21 Fountain Street, Belfast","333,677","374,256",Pending, ,,,,,,1,6 - 12 months
LA04/2024/1142/F,28-Jun-2024,Q1,05-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,"Demolition of the existing dwelling and garage, new replacement dwelling with integral garage and carport including covered external seating area.","42 Newforge Lane,  Belfast,  BT9 5NW","332,792","369,502",Approved,Approved,29-Oct-2024,Q3,,,15.8,, 
LA04/2024/1147/F,28-Jun-2024,Q1,03-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Local,Residential,Urban,Urban extensions and alterations, ,Demolition of detached garage and erection of single storey rear and side extension,"71 Earlswood Road,  Belfast,  BT4 3EB","337,621","374,428",Approved,Approved,17-Sep-2024,Q2,,,10.2,, 
LA04/2024/1148/F,28-Jun-2024,Q1,28-Jun-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed single storey porch and living room extension to the front of existing dwelling,"61 Vauxhall Park,  Belfast,  BT9 5HB","333,678","370,772",Approved,Approved,02-Aug-2024,Q2,,,4.6,, 
LA04/2024/1151/A,28-Jun-2024,Q1,28-Jun-2024,Belfast,N13000004,Belfast LPA,BELFAST WEST,Consent to Display,Local,Other,Urban, , ,1 Shop sign,"265 Falls Road, Belfast, BT12 6FD","331,666","373,418",Approved,Approved,05-Nov-2024,Q3,,,17.8,, 
LA04/2024/1161/LBC,28-Jun-2024,Q1,28-Jun-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Listed Building Consents,Local,Other,Urban, , ,Restoration and maintenance of Grade 2 listed victorian property  with no additional building or extensions,"30 Derryvolgie Avenue,  Belfast,  BT9 6FN","332,964","372,023",Approved,Approved,10-Sep-2024,Q2,,,9.8,, 
LA04/2024/1162/A,28-Jun-2024,Q1,16-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Consent to Display,Local,Other,Urban, , ,1 Hoarding Advertising hoarding (3m high x 21m in Length),"Lands at junction of Grosvenor Road and Durham Street, Belfast, BT12 5AB.","333,356","373,870",Approved,Approved,22-Aug-2024,Q2,,,5.4,, 
LA04/2024/1168/F,28-Jun-2024,Q1,28-Jun-2024,Belfast,N13000004,Belfast LPA,BELFAST WEST,Full,Local,Commercial,Urban, , ,Proposal to change existing window on ground floor bay window to new entrance door and block up existing entrance door,"265 Falls Road,  Belfast,  BT12 6FD","331,666","373,418",Approved,Approved,05-Nov-2024,Q3,,,17.8,, 
LA04/2024/1192/F,28-Jun-2024,Q1,28-Jun-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,First floor extension to detached dwelling to increase footprint of existing main bathroom and rear bedroom. Existing external walls to be painted white with natural stone cladding added to elevations and chimneys. Existing roof tiles to be replaced with natural slate with existing rear patio to be replaced with natural paving and steps.,"25 Broomhill Park,  Belfast,  BT9 5JB","333,185","370,825",Approved,Approved,04-Oct-2024,Q3,,,13.4,, 
LA05/2024/0507/LBC,28-Jun-2024,Q1,28-Jun-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Listed Building Consents,Local,Other,Rural: Countryside, , ,"In line with recent applications, the rear fence is to be dismantled to facilitate works in accordance with SMC & LBC approvals. Once dismantled the fence is to be relocated as agreed with HED Scheduled Monuments","Hangers 1 & 2 , Maze Long Kesh, 94 Halftown Road, Lisburn, BT27 5RF","322,351","361,963",Approved,Approved,29-Oct-2024,Q3,,,16.8,, 
LA05/2024/0509/F,28-Jun-2024,Q1,02-Jul-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Residential,Urban,New single urban dwellings, ,Retrospective application for the conversion of previously approved internal garage to additional living space on site A (previously approved under ref: LA05/2021/0098/F) and erection of detached garage. French doors and Juliette balcony removed from first floor rear and replaced with a window (Part Retrospective),"Land adjoining and to the South of 132 Hillsborough Road, Lisburn BT27 5QY","326,117","362,713",Approved,Approved,15-Jan-2025,Q4,,,26.8,, 
LA05/2024/0514/F,28-Jun-2024,Q1,04-Jul-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,STRANGFORD,Full,Local,Change of Use,Rural: Countryside, , ,"Retention of existing sand school with minor widening of same, directional flood lighting, landscaping and associated site works.","Lands adjoining and to the rear of No.89 Ballykeel Road, Moneyreagh","339,392","368,486",Pending, ,,,,,,1,6 - 12 months
LA05/2024/0515/F,28-Jun-2024,Q1,04-Jul-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,STRANGFORD,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Proposed dwelling & garage in substitution for that previously approved under application reference LA05/2022/1032/F. (Amended Description),"Approximately 100m north east of 23 Lisleen Road, Comber","340,075","370,114",Pending, ,,,,,,1,6 - 12 months
LA05/2024/0516/F,28-Jun-2024,Q1,04-Jul-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,One and a half storey extension to side of existing dwelling,"107a Saintfield Road,  Lisburn,  BT27 5PA","328,348","362,841",Approved,Approved,16-Sep-2024,Q2,,,9.8,, 
LA05/2024/0528/F,28-Jun-2024,Q1,09-Jul-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,LAGAN VALLEY,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,"Proposed roofspace conversion, and ground floor alterations to rear of dwelling.","11 Kilwarlin Avenue,  Hillsborough,  BT26 6LQ","324,385","359,340",Approved,Approved,28-Aug-2024,Q2,,,6.6,, 
LA05/2024/0530/F,28-Jun-2024,Q1,10-Jul-2024,Lisburn and Castlereagh,N13000008,Lisburn and Castlereagh LPA,BELFAST SOUTH,Full,Local,Civic,Urban, , ,Erection of ‘Men’s Shed’ community facility and allotment garden with associated access and landscaping,"Lands south of Church Road, east of Carryduff Library, west of Carryduff Primary School and north of 13 Killynure Gardens","336,881","364,967",Approved,Approved,27-Aug-2024,Q2,,,6.2,, 
LA06/2024/0572/F,28-Jun-2024,Q1,01-Aug-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Civic,Urban, , ,"Children's play area including play equipment, safety surfaces, seating, boundary fencing and landscaping (Updated applicant information).","Lands at Queen's Parade and Marine Gardens, Bangor, 14m North of 45-46 Queens Parade and North of 47-50 Queens Parade, BT20 3BH","350,256","381,902",Approved,Approved,05-Feb-2025,Q4,,,25.8,, 
LA06/2024/0575/F,28-Jun-2024,Q1,28-Jun-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey side extension. Conversion of attached garage to habitable room.,"35 High Bangor Road, Donaghadee, BT21 0PB","357,980","380,254",Approved,Approved,30-Jul-2024,Q2,,,4.0,, 
LA06/2024/0576/O,28-Jun-2024,Q1,03-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,"Proposed dwelling, garage and all associated site works","Land immediately to the rear of 54a High Bangor Road, Donaghadee, BT21 0PB","356,123","380,747",Pending, ,,,,,,1,6 - 12 months
LA06/2024/0578/F,28-Jun-2024,Q1,28-Jun-2024,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey side extension to replace existing conservatory with alteration to and additional fenestration. And erection of external boat store.,"3 Bar Hall Road, Portaferry, Newtownards, BT22 1RQ","360,225","349,043",Approved,Approved,23-Sep-2024,Q2,,,11.6,, 
LA06/2024/0579/F,28-Jun-2024,Q1,10-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Extension to garage to convert from single storey to two storey with solar panels to dwelling roof.,"2 Ballymaconnell Road, Bangor, BT20 5PN.","352,630","382,415",Approved,Approved,12-Dec-2024,Q3,,,21.6,, 
LA06/2024/0580/F,28-Jun-2024,Q1,08-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Single storey rear extension, first floor extension and dormer to front, flat roof to rear to replace pitched roof.","157 Church Road, Holywood, BT18 9BZ.","340,865","378,450",Approved,Approved,16-Sep-2024,Q2,,,9.4,, 
LA06/2024/0582/F,28-Jun-2024,Q1,02-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension.,"14 Aldergrange Avenue,  Newtownards,  BT23 4FY","347,638","374,214",Approved,Approved,29-Jul-2024,Q2,,,3.4,, 
LA06/2024/0588/F,28-Jun-2024,Q1,25-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Rural: Settlement,Rural extensions and alterations (settlement), ,Change first-floor window to door with addition of balcony,"Apartment 3 Carriage Mews, Helen's Bay, BT19 1XA","345,748","382,221",Approved,Approved,10-Oct-2024,Q3,,,10.8,, 
LA07/2024/0909/O,28-Jun-2024,Q1,28-Aug-2024,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,"Proposed Infill dwelling, detached garage & associated site works.","Land 10m West of 94 Ribadoo Road, Castlewellan, Co.Down","330,646","342,203",Pending, ,,,,,,1,6 - 12 months
LA08/2024/0743/O,28-Jun-2024,Q1,01-Jul-2024,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Site for dwelling & garage,"25m North of No.25, Blackwatertown Road, Tirgarve, Armagh, BT61 8EZ (with access off Annahagh Lane)","286,028","350,322",Pending, ,,,,,,1,6 - 12 months
LA08/2024/0745/F,28-Jun-2024,Q1,09-Jul-2024,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",LAGAN VALLEY,Full,Local,Other,Urban, , ,Garage conversion and single storey extension to form accessible bedroom and shower room. Internal alteration to form open plan kitchen dining room.,"53 Church Meadows, Dromore BT25 1LZ","320,669","352,548",Approved,Approved,16-Aug-2024,Q2,,,5.2,, 
LA08/2024/0746/RM,28-Jun-2024,Q1,09-Jul-2024,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",SOUTH DOWN,Reserved Matters,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Erection of 1no. detached dwelling and garage,Lands approximately 40m South West of 7 Brookvale Road Rathfriland BT34 5DA,"316,813","335,649",Approved,Approved,23-Sep-2024,Q2,,,10.2,, 
LA08/2024/0750/F,28-Jun-2024,Q1,11-Jul-2024,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",NEWRY AND ARMAGH,Full,Local,Other,Rural: Countryside, , ,"Extension to curtilage of and provision of additional access at existing commercial vehicle business, erection of a security gate and fencing, and provision of additional landscaping","Lands at 70 Armagh Road, Dungannon, BT71 7JA, with access off Aghinlig Road","286,218","353,295",Pending, ,,,,,37.0,1,6 - 12 months
LA09/2024/0769/O,28-Jun-2024,Q1,28-Jun-2024,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Outline,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,Proposed site for replacement dwelling and double domestic garage,Opposite 24 Strews Road Rock Dungannon,"276,482","375,047",Pending, ,,,,,,1,6 - 12 months
LA09/2024/0770/F,28-Jun-2024,Q1,09-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Industrial,Rural: Countryside, , ,Proposed erection of a detached storage/assembly shed for existing manufacturing facility (steel structure) with associated site works,34 Dunroe Road Clogher BT76 0DZ,"256,430","351,240",Pending, ,,,,,,1,6 - 12 months
LA09/2024/0771/F,28-Jun-2024,Q1,01-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Full,Local,Change of Use,Urban, , ,Proposed change of use of lounge bar and dining room to restaurant,68 Irish Street Dungannon BT70 1DQ,"279,556","362,423",Pending, ,,,,,,1,6 - 12 months
LA09/2024/0776/F,28-Jun-2024,Q1,01-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Alterations to existing dwelling to provide kitchen, L/room extension and bedroom accommodation",38 Ardboe Road Moortown Cookstown,"296,072","376,438",Approved,Approved,22-Nov-2024,Q3,,,20.2,, 
LA06/2024/0583/F,29-Jun-2024,Q1,02-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed single storey side extension,"24 Laragh Park, Bangor, BT20 4PZ","352,412","381,260",Approved,Approved,02-Aug-2024,Q2,,,4.2,, 
LA11/2024/0550/F,29-Jun-2024,Q1,05-Jul-2024,Derry and Strabane,N13000006,Derry City and Strabane LPA,FOYLE,Full,Local,Change of Use,Urban, , ,Retention of a Change of Use from a Single Family House to a House in Multiple Occupation (HMO) - 4 Bedrooms (REASON FOR CONSULTATION: Amended plans and description),"2 Park Avenue, Londonderry, BT48 0EL","242,843","417,720",Pending, ,,,,,,1,6 - 12 months
LA04/2024/1217/F,30-Jun-2024,Q1,14-Aug-2024,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Local,Residential,Urban,New single urban dwellings, ,Erection of 2.5 storey dwelling adjoining 76 Ravensdale Street.,"76 Ravensdale Street,  Belfast,  BT5 5GA","336,041","373,514",Pending, ,,,,,,1,6 - 12 months
LA01/2024/0759/F,01-Jul-2024,Q2,01-Jul-2024,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed single storey extension to rear of dwelling,"4 Sunnyvale Avenue, Portrush","286,696","439,980",Approved,Approved,22-Aug-2024,Q2,,,7.2,, 
LA01/2024/0771/O,01-Jul-2024,Q2,03-Jul-2024,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,NORTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling and garage,"Lands East of & Adjacent to 77 Kirk Road, Ballymoney","297,585","429,128",Refused,Refused,13-Dec-2024,Q3,,,22.8,, 
LA01/2024/0795/F,01-Jul-2024,Q2,09-Jul-2024,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,EAST LONDONDERRY,Full,Local,Civic,Rural: Countryside, , ,"Provision of a new 1.8m wide footbridge, spanning 14m over a land slide in Roe Valley Country Park. The bridge will reinstate a path and provide safe access for park users and for maintenance staff. The existing path is currently closed to the public.","Roe Valley Country Park, 41 Dogleap Road, Limavady","267,210","420,504",Pending, ,,,,,,1,6 - 12 months
LA01/2024/0796/F,01-Jul-2024,Q2,09-Jul-2024,Causeway Coast and Glens,N13000005,Causeway Coast and Glens LPA,NORTH ANTRIM,Full,Local,Commercial,Rural: Countryside, , ,Construction of storage unit for manufactured products,"100m South East off No 4 Portna Road, Rasharkin","296,291","412,774",Approved,Approved,13-Dec-2024,Q3,,,22.0,, 
LA02/2024/0509/F,01-Jul-2024,Q2,02-Jul-2024,Mid and East Antrim,N13000009,Mid and East Antrim LPA,NORTH ANTRIM,Full,Local,Residential,Urban,Urban other, ,"Proposed change of house type on sites 19 - 22 inclusive under previous approvals LA02/2017/0346/F and LA02/2020/0950/F.  Proposal includes driveways, landscaping and all associated site works.","Lands situated south east of no. 49 Foxton Wood Avenue, Ballymena, BT42 4BF","312,217","402,196",Approved,Approved,02-Aug-2024,Q2,,,4.2,, 
LA02/2024/0510/O,01-Jul-2024,Q2,02-Jul-2024,Mid and East Antrim,N13000009,Mid and East Antrim LPA,NORTH ANTRIM,Outline,Local,Residential,Urban,New single urban dwellings, ,Proposed site for new dwelling and garage,"Approx 90m SE of 6 Corbally Road, Galgorm, Ballymena","306,944","403,080",Approved,Approved,05-Aug-2024,Q2,,,4.4,, 
LA02/2024/0511/F,01-Jul-2024,Q2,03-Jul-2024,Mid and East Antrim,N13000009,Mid and East Antrim LPA,EAST ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Side and rear extension to existing dwelling, conversion of rear garage to gym/ games room and new front wall to boundary with Shore road.","178 Shore Road,  Greenisland,  Carrickfergus,  BT38 8TT","338,349","385,334",Approved,Approved,14-Aug-2024,Q2,,,5.6,, 
LA02/2024/0512/O,01-Jul-2024,Q2,02-Jul-2024,Mid and East Antrim,N13000009,Mid and East Antrim LPA,NORTH ANTRIM,Outline,Local,Residential,Urban,New single urban dwellings, ,Proposed dwelling and garage including amended access to No. 21,"Adj to 21 Old Grange Avenue,  Ballymena,  BT42 2EA","309,787","402,458",Approved,Approved,16-Oct-2024,Q3,,,14.6,, 
LA02/2024/0513/F,01-Jul-2024,Q2,03-Jul-2024,Mid and East Antrim,N13000009,Mid and East Antrim LPA,EAST ANTRIM,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,"Proposed alterations to existing single storey flat roof side extension to provide 2nd floor accommodation, along with single storey rear and side extension to existing kitchen and utility with associated internal alterations.","34 Braepark Road,  Ballyclare,  BT39 9UW","331,715","396,214",Approved,Approved,19-Aug-2024,Q2,,,6.2,, 
LA03/2024/0466/F,01-Jul-2024,Q2,03-Jul-2024,Antrim and Newtownabbey,N13000001,Antrim and Newtownabbey LPA,SOUTH ANTRIM,Full,Major,Mixed Use,Rural: Countryside, , ,"Proposed hotel development comprising 81no. bedrooms, food and beverage offer, associated car parking spaces, new site access, landscaping and all associated site and access works.","Lands situated at the junction of Ballyrobin Road and Antrim Road and 120m east of Hillhead Farm, 6 Antrim Road, Crumlin, Co. Antrim","314,941","381,101",Approved,Approved,28-Nov-2024,Q3,,,20.6,, 
LA03/2024/0467/F,01-Jul-2024,Q2,01-Aug-2024,Antrim and Newtownabbey,N13000001,Antrim and Newtownabbey LPA,BELFAST NORTH,Full,Local,Change of Use,Urban, , ,Change of use from a domestic garage to dog grooming studio including external alterations (amended proposal),"8 Glenwell Park, Newtownabbey, BT36 7TA","331,805","381,659",Approved,Approved,28-Jan-2025,Q4,,,24.6,, 
LA03/2024/0468/O,01-Jul-2024,Q2,01-Jul-2024,Antrim and Newtownabbey,N13000001,Antrim and Newtownabbey LPA,SOUTH ANTRIM,Outline,Local,Residential,Rural: Countryside,New single rural dwellings (countryside), ,Dwelling and garage,"Approx 20m NW of 79 Rickamore Road Upper, Templepatrick, Ballyclare, BT39 0JF","321,480","383,552",Refused,Refused,31-Oct-2024,Q3,,,17.0,, 
LA03/2024/0495/F,01-Jul-2024,Q2,01-Jul-2024,Antrim and Newtownabbey,N13000001,Antrim and Newtownabbey LPA,SOUTH ANTRIM,Full,Local,Residential,Urban,Urban extensions and alterations, ,Alterations and extensions to dwelling,"32 Innisgarry Park, Antrim","314,504","387,558",Approved,Approved,15-Aug-2024,Q2,,,6.2,, 
LA04/2024/1155/F,01-Jul-2024,Q2,09-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Erection of two storey rear extension and addition of new garage at side of dwelling (Retrospective) (Amended site address),"Almar, 50 Finaghy Park Central,  Belfast,  BT10 0HP","329,998","369,890",Approved,Approved,10-Sep-2024,Q2,,,8.4,, 
LA04/2024/1171/F,01-Jul-2024,Q2,01-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Local,Commercial,Urban, , ,Replace roller shutter door to rear with a window.   Erection of mechanical services to rear  and ventilation grilles to rear and roof.,"Unit B2  22 Heron Road,    Sydenham Business Park,    Belfast,    BT3 9LE","337,765","377,505",Approved,Approved,13-Sep-2024,Q2,,,10.2,, 
LA04/2024/1244/F,01-Jul-2024,Q2,17-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST SOUTH,Full,Local,Residential,Urban,Urban extensions and alterations, ,Dormer to side and rear,"125 Sicily Park,  Belfast,  BT10 0AP","331,069","369,718",Approved,Approved,30-Aug-2024,Q2,,,6.2,, 
LA04/2024/1253/F,01-Jul-2024,Q2,11-Jul-2024,Belfast,N13000004,Belfast LPA,BELFAST EAST,Full,Local,Residential,Urban,New single urban dwellings, ,"Demolition of existing bungalow and construction of a 1.5 storey house with dormer windows to the rear, retaining wall and changes to site levels. (Amended Proposal Description & Plans)","45 Cabin Hill Park,  Belfast,  BT5 7AN","338,933","373,669",Pending, ,,,,,,1,6 - 12 months
LA04/2024/1277/F,01-Jul-2024,Q2,01-Jul-2024,Belfast,N13000004,Belfast LPA,LAGAN VALLEY,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed Side Extension to dwelling,"34 Glendun Park,  Belfast,  BT17 9AY","329,347","368,301",Approved,Approved,04-Sep-2024,Q2,,,8.8,, 
LA06/2024/0584/F,01-Jul-2024,Q2,01-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Rural: Countryside,Rural extensions and alterations (countryside), ,Single storey side extension,"12 Ballyeasborough Road, Portavogie, BT22 1DB","364,397","361,540",Approved,Approved,22-Aug-2024,Q2,,,7.2,, 
LA06/2024/0585/F,01-Jul-2024,Q2,10-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Urban,Urban extensions and alterations, ,"Two first floor extensions to the front, front porch cover and canopy over ground floor fenestration. Demolition of conservatory with two storey rear extension and raised patio to rear. (amended description)","2 Mallard View,  Newtownards,  BT23 4FB","347,835","374,594",Approved,Approved,01-Nov-2024,Q3,,,15.8,, 
LA06/2024/0586/F,01-Jul-2024,Q2,29-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Civic,Rural: Countryside, , ,Repair and widening of existing gravel path with a new gravel path across island and open sided shelter structure.,"0.73km east of 40 Ringcreevy Road, Comber, BT23 5JR at Island Hill (a.k.a Rough Island).","349,551","368,891",Pending, ,,,,,,1,6 - 12 months
LA06/2024/0587/F,01-Jul-2024,Q2,01-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension,"64 Tadworth, Bangor,  BT19 7WG","352,410","379,522",Approved,Approved,31-Jul-2024,Q2,,,4.0,, 
LA06/2024/0589/F,01-Jul-2024,Q2,01-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Replacement Garage and Utility Room to side of existing dwelling,"177 Donaghadee Road, Bangor, BT20 4RY","352,437","381,577",Approved,Approved,22-Aug-2024,Q2,,,7.2,, 
LA06/2024/0590/F,01-Jul-2024,Q2,02-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,STRANGFORD,Full,Local,Residential,Urban,Urban extensions and alterations, ,Single storey rear extension.,"5 Killard Heights, Newtownards, BT23 4HU","348,953","374,879",Approved,Approved,30-Jul-2024,Q2,,,3.6,, 
LA06/2024/0591/O,01-Jul-2024,Q2,10-Jul-2024,Ards and North Down,N13000002,Ards and North Down LPA,NORTH DOWN,Outline,Local,Residential,Urban,New single urban dwellings, ,2 storey detached dwelling,"Lands immediately west of flats at 14/16 Willowbrook Gardens, Bangor.","351,421","379,439",Pending, ,,,,,,1,6 - 12 months
LA07/2024/0913/F,01-Jul-2024,Q2,23-Aug-2024,"Newry, Mourne and Down",N13000011,"Newry, Mourne and Down LPA",SOUTH DOWN,Full,Local,Civic,Rural: Countryside, , ,Erection of four modular single-occupancy supported-living units,"83 Kilbroney Road,  Rostrevor,  Newry,  BT34 3BL","318,946","319,627",Pending, ,,,,,,1,6 - 12 months
LA08/2024/0748/F,01-Jul-2024,Q2,10-Jul-2024,"Armagh, Banbridge and Craigavon",N13000003,"Armagh City, Banbridge and Craigavon LPA",UPPER BANN,Full,Local,Residential,Urban,Urban extensions and alterations, ,Proposed single storey extension to rear of dwelling,"2 College Manor, Portadown BT63 5UB","302,430","354,281",Approved,Approved,10-Sep-2024,Q2,,,8.2,, 
LA09/2024/0772/RM,01-Jul-2024,Q2,01-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Reserved Matters,Local,Residential,Rural: Countryside,Replacement single rural dwellings (countryside), ,New 2 storey replacement dwelling,49 Tullagh Road Cookstown BT80 9RJ,"278,179","378,588",Approved,Approved,09-Oct-2024,Q3,,,13.8,, 
LA09/2024/0773/F,01-Jul-2024,Q2,01-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Countryside,Rural other (countryside), ,Proposed change of house type from previously approved under planning ref number LAO9/2019/1138/RM,Adjacent to and West of 175 Bush Road Dungannon,"283,673","365,003",Approved,Approved,07-Nov-2024,Q3,,,18.0,, 
LA09/2024/0774/LBC,01-Jul-2024,Q2,01-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,FERMANAGH AND SOUTH TYRONE,Listed Building Consents,Local,Change of Use,Urban, , ,Proposed change of use of Lounge bar and dining room to restaurant with non structural internal alterations to form open kitchen area.,68 Irish Street Dungannon BT70 1DQ,"279,556","362,423",Pending, ,,,,,,1,6 - 12 months
LA09/2024/0777/F,01-Jul-2024,Q2,01-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Residential,Rural: Settlement,Rural housing developments (settlement), ,Proposed 4no. new dwellings,22 Mullan Road Coagh Cookstown,"293,221","379,435",Approved,Approved,14-Nov-2024,Q3,,,19.0,, 
LA09/2024/0778/F,01-Jul-2024,Q2,03-Jul-2024,Mid Ulster,N13000010,Mid Ulster LPA,MID ULSTER,Full,Local,Civic,Rural: Settlement, , ,Proposed replacement single classroom nursery school on existing site,249 Orritor Road Cookstown BT80 9NE,"276,575","379,506",Approved,Approved,22-Aug-2024,Q2,,,6.8,, 
