cell_id,row,col,centroid_lng,centroid_lat,secondary_250m,secondary_500m,secondary_750m,secondary_1000m,primary_1000m,primary_2000m,primary_4000m,secondary_rating_kva_1000m,primary_rating_kva_4000m,nearest_transformer_m,nearest_secondary_m,nearest_primary_m,weighted_capacity_kva,available_capacity_kw_proxy,peak_kw_proxy_2026,headroom_kw_proxy_2026,overload_risk_2026,asset_age_mean,missing_rating_share,data_support_score,confidence,electricity_index,jobs_index,buildings_index,services_index,traffic_index,development_pressure,planning_intensity,transit_access,deprivation_weight
belfast_12_11,12,11,-5.924546,54.679429,0,1,1,5,1,2,7,2500.0,112000.0,478.9,478.9,791.8,47748.544,19969.687,2322.05,17647.637,0.0,,0.0,0.58,medium,0.409,0.088,0.339,0.098,0.225,0.096,0.068,0.18,0.0
belfast_12_12,12,12,-5.91091,54.679429,1,2,2,7,1,1,6,3500.0,96000.0,244.7,244.7,780.5,37842.001,15880.95,2366.1,13514.85,0.0,,0.0,0.58,medium,0.414,0.088,0.36,0.098,0.233,0.118,0.099,0.18,0.0
belfast_12_13,12,13,-5.897273,54.679429,0,0,1,2,0,1,4,1000.0,64000.0,686.1,686.1,1460.1,22853.916,9569.577,2420.95,7148.627,0.0,,0.0,0.58,medium,0.422,0.088,0.378,0.098,0.243,0.141,0.112,0.18,0.0
belfast_12_14,12,14,-5.883637,54.679429,0,0,0,0,0,0,3,0,48000.0,1477.9,1477.9,2279.2,13990.858,5832.805,2458.1,3374.705,0.0,,0.0,0.58,medium,0.429,0.088,0.382,0.098,0.248,0.154,0.097,0.18,0.0
belfast_12_15,12,15,-5.870001,54.679429,0,0,0,0,0,0,1,0,16000.0,1828.9,1828.9,3130.1,4720.006,1969.77,2462.35,-492.58,0.5896,,0.0,0.58,medium,0.431,0.088,0.378,0.098,0.245,0.151,0.096,0.18,0.0
belfast_12_16,12,16,-5.856364,54.679429,0,0,0,0,0,0,1,0,16000.0,2058.8,2058.8,3992.6,3299.319,1372.337,2435.25,-1062.913,0.6933,,0.0,0.58,medium,0.428,0.088,0.367,0.098,0.24,0.134,0.087,0.18,0.0
belfast_12_17,12,17,-5.842728,54.679429,0,0,0,0,0,0,0,0,0,2583.1,2583.1,4130.0,16.8,8.769,2387.3,-2378.531,0.9325,,0.0,0.34,low,0.421,0.088,0.354,0.098,0.235,0.11,0.075,0.18,0.0
belfast_12_18,12,18,-5.829091,54.679429,0,0,0,0,0,0,1,0,16000.0,3262.9,3262.9,3846.6,3442.797,1426.189,2343.55,-917.361,0.6668,,0.0,0.34,low,0.414,0.088,0.344,0.098,0.232,0.091,0.065,0.18,0.0
belfast_12_19,12,19,-5.815455,54.679429,0,0,0,0,0,0,1,0,16000.0,3752.1,3755.5,3752.1,3570.223,1478.406,2323.8,-845.394,0.6537,,0.0,0.34,low,0.41,0.088,0.343,0.098,0.232,0.085,0.063,0.18,0.0
belfast_12_20,12,20,-5.801819,54.679429,0,0,0,0,0,0,1,0,16000.0,3860.2,3862.8,3860.2,3418.746,1415.644,2336.1,-920.456,0.6674,,0.0,0.34,low,0.411,0.088,0.348,0.098,0.234,0.096,0.068,0.18,0.0
belfast_12_21,12,21,-5.788182,54.679429,0,0,0,0,0,0,0,0,0,4155.1,4155.1,4155.3,0.0,0.0,2373.65,-2373.65,0.9316,,0.0,0.34,low,0.416,0.088,0.359,0.098,0.238,0.118,0.079,0.18,0.0
belfast_13_00,13,0,-6.074546,54.692286,0,0,0,0,0,0,1,0,16000.0,3529.5,3529.5,3531.5,3900.432,1615.249,2335.65,-720.401,0.631,,0.0,0.34,low,0.411,0.088,0.348,0.098,0.235,0.095,0.068,0.18,0.0
belfast_13_01,13,1,-6.06091,54.692286,0,0,0,0,0,0,1,0,16000.0,2666.2,2666.2,2668.4,5520.576,2287.444,2374.5,-87.056,0.5158,,0.0,0.34,low,0.416,0.088,0.361,0.098,0.24,0.117,0.079,0.18,0.0
belfast_13_02,13,2,-6.047273,54.692286,0,0,0,0,0,1,1,0,16000.0,1816.2,1816.2,1818.7,7795.471,3234.406,2421.35,813.056,0.3522,,0.0,0.58,medium,0.423,0.088,0.373,0.098,0.244,0.14,0.09,0.18,0.0
belfast_13_03,13,3,-6.033637,54.692286,0,0,0,0,0,1,2,0,32000.0,1014.3,1014.3,1017.5,14547.187,6047.11,2456.15,3590.96,0.0,,0.0,0.58,medium,0.429,0.088,0.379,0.098,0.245,0.154,0.097,0.18,0.0
belfast_13_04,13,4,-6.020001,54.692286,0,0,2,2,1,1,4,1000.0,64000.0,543.8,543.8,550.1,25293.012,10524.087,2457.4,8066.687,0.0,,0.0,0.58,medium,0.43,0.088,0.376,0.098,0.243,0.152,0.096,0.18,0.0
belfast_13_05,13,5,-6.006364,54.692286,0,0,0,0,0,1,5,0,80000.0,1043.9,1043.9,1053.4,30902.278,12828.633,2453.3,10375.333,0.0,,0.0,0.58,medium,0.43,0.103,0.366,0.144,0.239,0.134,0.087,0.18,0.0
belfast_13_06,13,6,-5.992728,54.692286,0,0,0,0,0,2,5,0,80000.0,1608.3,1608.3,1859.1,34222.667,14198.972,2432.9,11766.072,0.0,,0.0,0.58,medium,0.427,0.118,0.354,0.19,0.235,0.11,0.075,0.18,0.0
belfast_13_07,13,7,-5.979091,54.692286,0,0,0,2,1,3,6,1000.0,96000.0,978.9,978.9,990.3,42485.768,17648.756,2342.25,15306.506,0.0,,0.0,0.58,medium,0.414,0.088,0.342,0.098,0.23,0.091,0.065,0.18,0.0
belfast_13_08,13,8,-5.965455,54.692286,2,2,2,7,2,3,7,3500.0,112000.0,157.8,157.8,168.5,54023.86,22534.288,2322.5,20211.788,0.0,,0.0,0.58,medium,0.41,0.088,0.341,0.098,0.23,0.085,0.063,0.18,0.0
belfast_13_09,13,9,-5.951819,54.692286,0,0,5,7,2,3,6,3500.0,96000.0,560.6,560.6,612.9,49125.654,20513.913,2320.1,18193.813,0.0,,0.0,0.58,medium,0.409,0.088,0.336,0.098,0.222,0.096,0.068,0.18,0.0
belfast_13_10,13,10,-5.938182,54.692286,0,0,3,3,0,3,6,1500.0,96000.0,553.8,553.8,1186.9,43104.788,18002.975,2357.65,15645.325,0.0,,0.0,0.58,medium,0.414,0.088,0.347,0.098,0.225,0.118,0.079,0.18,0.0
belfast_13_11,13,11,-5.924546,54.692286,0,1,4,9,1,2,5,4500.0,80000.0,407.0,407.0,890.3,35575.414,14934.178,2407.75,12526.428,0.0,,0.0,0.58,medium,0.421,0.088,0.364,0.098,0.234,0.141,0.09,0.18,0.0
belfast_13_12,13,12,-5.91091,54.692286,0,4,6,8,1,1,5,4000.0,80000.0,273.2,273.2,880.3,30285.773,12773.797,2457.45,10316.347,0.0,,0.0,0.58,medium,0.429,0.088,0.381,0.098,0.247,0.154,0.097,0.18,0.0
belfast_13_13,13,13,-5.897273,54.692286,0,1,1,2,0,1,3,1000.0,48000.0,376.9,376.9,1515.6,16987.675,7151.769,2464.3,4687.469,0.0,,0.0,0.58,medium,0.431,0.088,0.381,0.098,0.249,0.151,0.096,0.18,0.0
belfast_13_14,13,14,-5.883637,54.692286,0,0,1,2,0,0,1,1000.0,16000.0,686.9,686.9,2314.9,6926.971,2931.333,2437.2,494.133,0.4102,,0.0,0.58,medium,0.428,0.088,0.37,0.098,0.243,0.134,0.087,0.18,0.0
belfast_13_15,13,15,-5.870001,54.692286,0,1,2,2,0,0,1,1000.0,16000.0,412.4,412.4,3156.0,5068.119,2156.576,2391.4,-234.824,0.5427,,0.0,0.58,medium,0.422,0.088,0.354,0.098,0.235,0.11,0.075,0.18,0.0
belfast_13_16,13,16,-5.856364,54.692286,0,0,0,0,0,0,0,0,0,1031.4,1031.4,4012.7,184.322,96.216,2342.25,-2246.034,0.9084,,0.0,0.58,medium,0.414,0.088,0.342,0.098,0.229,0.091,0.065,0.18,0.0
belfast_13_17,13,17,-5.842728,54.692286,0,0,0,0,0,0,0,0,0,1869.9,1869.9,4876.8,46.742,24.4,2321.2,-2296.8,0.9176,,0.0,0.58,medium,0.41,0.088,0.339,0.098,0.229,0.085,0.063,0.18,0.0
belfast_13_18,13,18,-5.829091,54.692286,0,0,0,0,0,0,0,0,0,2733.0,2733.0,5242.2,12.05,6.29,2332.0,-2325.71,0.9229,,0.0,0.34,low,0.41,0.088,0.348,0.098,0.234,0.096,0.068,0.18,0.0
belfast_13_19,13,19,-5.815455,54.692286,0,0,0,0,0,0,0,0,0,3602.9,3602.9,5173.2,3.162,1.651,2375.6,-2373.949,0.9316,,0.0,0.34,low,0.416,0.088,0.362,0.098,0.24,0.118,0.079,0.18,0.0
belfast_13_20,13,20,-5.801819,54.692286,0,0,0,0,0,0,0,0,0,4475.6,4475.6,5252.2,0.0,0.0,2423.1,-2423.1,0.9406,,0.0,0.34,low,0.423,0.088,0.375,0.098,0.246,0.141,0.091,0.18,0.0
belfast_13_21,13,21,-5.788182,54.692286,0,0,0,0,0,0,0,0,0,5350.0,5350.0,5472.6,0.0,0.0,2456.8,-2456.8,0.9467,,0.0,0.34,low,0.429,0.088,0.38,0.098,0.247,0.154,0.097,0.18,0.0
