cell_id,row,col,centroid_lng,centroid_lat,secondary_250m,secondary_500m,secondary_750m,secondary_1000m,primary_1000m,primary_2000m,primary_4000m,secondary_rating_kva_1000m,primary_rating_kva_4000m,nearest_transformer_m,nearest_secondary_m,nearest_primary_m,weighted_capacity_kva,available_capacity_kw_proxy,peak_kw_proxy_2026,headroom_kw_proxy_2026,overload_risk_2026,asset_age_mean,missing_rating_share,data_support_score,confidence,electricity_index,jobs_index,buildings_index,services_index,traffic_index,development_pressure,planning_intensity,transit_access,deprivation_weight
belfast_00_00,0,0,-6.074546,54.525143,1,2,2,2,1,1,2,1000.0,32000.0,166.5,170.0,166.5,21678.541,9052.935,2359.55,6693.385,0.0,,0.0,0.58,medium,0.414,0.088,0.352,0.098,0.231,0.115,0.078,0.18,0.0
belfast_00_01,0,1,-6.06091,54.525143,0,0,1,2,1,2,3,1000.0,48000.0,579.5,579.5,752.9,24696.094,10277.478,2414.85,7862.628,0.0,,0.0,0.58,medium,0.422,0.088,0.37,0.098,0.241,0.139,0.089,0.18,0.0
belfast_00_02,0,2,-6.047273,54.525143,0,0,1,1,0,2,3,500.0,48000.0,576.3,576.3,1061.2,24633.154,10252.771,2456.35,7796.421,0.0,,0.0,0.58,medium,0.429,0.088,0.38,0.098,0.247,0.153,0.097,0.18,0.0
belfast_00_03,0,3,-6.033637,54.525143,0,1,2,2,1,1,4,1000.0,64000.0,322.8,322.8,998.5,27170.77,11333.118,2462.8,8870.318,0.0,,0.0,0.58,medium,0.431,0.088,0.378,0.098,0.245,0.152,0.096,0.18,0.0
belfast_00_04,0,4,-6.020001,54.525143,0,0,1,1,0,1,4,500.0,64000.0,606.7,606.7,1555.6,23698.987,9880.264,2436.8,7443.464,0.0,,0.0,0.58,medium,0.428,0.088,0.368,0.098,0.241,0.136,0.088,0.18,0.0
belfast_00_05,0,5,-6.006364,54.525143,0,0,0,0,0,0,3,0,48000.0,1374.5,1374.5,2322.6,16470.612,6864.236,2393.6,4470.636,0.0,,0.0,0.58,medium,0.422,0.088,0.356,0.098,0.237,0.112,0.076,0.18,0.0
belfast_00_06,0,6,-5.992728,54.525143,0,0,0,0,0,0,3,0,48000.0,1803.9,1803.9,2869.0,13057.591,5427.98,2349.4,3078.58,0.0,,0.0,0.58,medium,0.415,0.088,0.346,0.098,0.234,0.092,0.066,0.18,0.0
belfast_00_07,0,7,-5.979091,54.525143,0,0,0,0,0,0,2,0,32000.0,2415.3,2415.3,3503.9,7245.212,3007.665,2327.25,680.415,0.3763,,0.0,0.58,medium,0.411,0.088,0.342,0.098,0.232,0.085,0.063,0.18,0.0
belfast_00_08,0,8,-5.965455,54.525143,0,0,0,0,0,0,1,0,16000.0,3133.1,3133.1,3866.1,3434.784,1424.879,2334.35,-909.471,0.6654,,0.0,0.34,low,0.411,0.088,0.346,0.098,0.233,0.095,0.067,0.18,0.0
belfast_00_09,0,9,-5.951819,54.525143,0,0,0,0,0,0,1,0,16000.0,3287.6,3287.6,3305.5,4275.245,1771.086,2367.35,-596.264,0.6084,,0.0,0.34,low,0.415,0.088,0.357,0.098,0.236,0.116,0.078,0.18,0.0
belfast_00_10,0,10,-5.938182,54.525143,0,0,0,0,0,0,1,0,16000.0,2891.4,2891.4,2908.2,5019.977,2080.492,2414.85,-334.358,0.5608,,0.0,0.34,low,0.422,0.088,0.37,0.098,0.241,0.139,0.09,0.18,0.0
belfast_00_11,0,11,-5.924546,54.525143,0,0,0,0,0,0,1,0,16000.0,2732.0,2732.0,2745.9,5366.887,2225.368,2452.7,-227.332,0.5413,,0.0,0.34,low,0.428,0.088,0.38,0.098,0.246,0.154,0.097,0.18,0.0
belfast_00_12,0,12,-5.91091,54.525143,0,0,0,0,0,0,1,0,16000.0,2564.9,2564.9,2858.9,5138.338,2131.538,2464.75,-333.212,0.5606,,0.0,0.34,low,0.431,0.088,0.381,0.098,0.248,0.152,0.096,0.18,0.0
belfast_00_13,0,13,-5.897273,54.525143,0,0,0,0,0,0,1,0,16000.0,2332.6,2332.6,3218.5,4459.97,1851.192,2430.3,-579.108,0.6053,,0.0,0.58,medium,0.427,0.088,0.365,0.098,0.238,0.135,0.088,0.18,0.0
belfast_00_14,0,14,-5.883637,54.525143,0,0,0,0,0,0,1,0,16000.0,1843.9,1843.9,3754.3,3620.82,1505.159,2391.0,-885.841,0.6611,,0.0,0.58,medium,0.422,0.088,0.352,0.098,0.233,0.112,0.076,0.18,0.0
belfast_00_15,0,15,-5.870001,54.525143,0,0,0,1,0,0,1,500.0,16000.0,990.4,990.4,3982.4,3375.718,1410.781,2347.45,-936.669,0.6703,,0.0,0.58,medium,0.415,0.088,0.343,0.098,0.231,0.092,0.066,0.18,0.0
belfast_00_16,0,16,-5.856364,54.525143,0,1,1,1,0,0,0,500.0,0,337.2,337.2,4053.2,303.102,158.219,2320.55,-2162.331,0.8932,,0.0,0.58,medium,0.41,0.088,0.338,0.098,0.228,0.085,0.063,0.18,0.0
belfast_00_17,0,17,-5.842728,54.525143,0,0,0,1,0,0,0,500.0,0,893.9,893.9,4306.7,126.396,65.979,2329.6,-2263.621,0.9116,,0.0,0.58,medium,0.41,0.088,0.345,0.098,0.231,0.095,0.067,0.18,0.0
belfast_00_18,0,18,-5.829091,54.525143,0,0,0,0,0,0,0,0,0,1742.6,1742.6,4713.6,34.249,17.878,2369.75,-2351.872,0.9276,,0.0,0.58,medium,0.415,0.088,0.36,0.098,0.239,0.117,0.078,0.18,0.0
belfast_00_19,0,19,-5.815455,54.525143,0,0,0,0,0,0,0,0,0,2612.8,2612.8,5238.2,8.98,4.687,2422.65,-2417.963,0.9396,,0.0,0.34,low,0.423,0.088,0.375,0.098,0.246,0.14,0.09,0.18,0.0
belfast_00_20,0,20,-5.801819,54.525143,0,0,0,0,0,0,0,0,0,3488.4,3488.4,5849.0,2.335,1.219,2458.1,-2456.881,0.9467,,0.0,0.34,low,0.429,0.088,0.382,0.098,0.249,0.154,0.097,0.18,0.0
belfast_00_21,0,21,-5.788182,54.525143,0,0,0,0,0,0,0,0,0,4366.2,4366.2,6521.8,0.0,0.0,2463.45,-2463.45,0.9479,,0.0,0.34,low,0.431,0.088,0.379,0.098,0.246,0.152,0.096,0.18,0.0
belfast_01_00,1,0,-6.074546,54.538,0,0,0,0,0,1,4,0,64000.0,1525.2,1530.1,1525.2,24261.213,10061.438,2458.3,7603.138,0.0,,0.0,0.58,medium,0.429,0.088,0.383,0.098,0.249,0.153,0.097,0.18,0.0
belfast_01_01,1,1,-6.06091,54.538,0,0,0,0,0,2,5,0,80000.0,1153.9,1153.9,1478.9,32210.564,13370.232,2464.75,10905.482,0.0,,0.0,0.58,medium,0.431,0.088,0.381,0.098,0.249,0.152,0.096,0.18,0.0
belfast_01_02,1,2,-6.047273,54.538,0,0,2,2,1,2,5,1000.0,80000.0,569.1,569.1,711.7,37286.812,15515.714,2436.8,13078.914,0.0,,0.0,0.58,medium,0.428,0.088,0.368,0.098,0.24,0.136,0.088,0.18,0.0
belfast_01_03,1,3,-6.033637,54.538,0,1,1,1,1,2,5,500.0,80000.0,337.1,337.1,614.4,39596.092,16524.095,2391.0,14133.095,0.0,,0.0,0.58,medium,0.422,0.088,0.352,0.098,0.233,0.112,0.076,0.18,0.0
belfast_01_04,1,4,-6.020001,54.538,0,1,4,8,1,2,6,4000.0,96000.0,361.7,361.7,771.9,40336.06,16913.266,2341.4,14571.866,0.0,,0.0,0.58,medium,0.414,0.088,0.34,0.098,0.227,0.092,0.066,0.18,0.0
belfast_01_05,1,5,-6.006364,54.538,1,4,5,7,0,1,5,3500.0,80000.0,176.1,176.1,1240.5,32489.985,13680.252,2321.85,11358.402,0.0,,0.0,0.58,medium,0.41,0.088,0.34,0.098,0.23,0.085,0.063,0.18,0.0
belfast_01_06,1,6,-5.992728,54.538,0,0,0,1,0,0,5,500.0,80000.0,954.0,954.0,2008.2,26350.953,10984.357,2305.6,8678.757,0.0,,0.0,0.58,medium,0.407,0.088,0.327,0.098,0.212,0.095,0.067,0.18,0.0
belfast_01_07,1,7,-5.979091,54.538,0,0,0,0,0,0,6,0,96000.0,1827.8,1827.8,2842.1,24833.412,10304.785,2361.4,7943.385,0.0,,0.0,0.58,medium,0.414,0.103,0.338,0.144,0.216,0.116,0.078,0.18,0.0
belfast_01_08,1,8,-5.965455,54.538,0,0,0,0,0,0,4,0,64000.0,2531.2,2531.2,3026.9,16312.925,6762.455,2431.6,4330.855,0.0,,0.0,0.34,low,0.424,0.103,0.367,0.144,0.238,0.139,0.09,0.18,0.0
belfast_01_09,1,9,-5.951819,54.538,0,0,0,0,0,0,2,0,32000.0,2250.4,2250.4,2267.9,10512.652,4359.814,2450.75,1909.064,0.1529,,0.0,0.58,medium,0.428,0.088,0.377,0.098,0.244,0.154,0.097,0.18,0.0
belfast_01_10,1,10,-5.938182,54.538,0,0,0,0,0,1,2,0,32000.0,1617.7,1617.7,1635.7,11704.613,4860.962,2462.8,2398.162,0.064,,0.0,0.58,medium,0.431,0.088,0.378,0.098,0.245,0.152,0.096,0.18,0.0
belfast_01_11,1,11,-5.924546,54.538,0,0,0,0,0,1,1,0,16000.0,1311.7,1311.7,1325.9,9662.864,4027.291,2437.0,1590.291,0.2109,,0.0,0.58,medium,0.428,0.088,0.369,0.098,0.242,0.135,0.088,0.18,0.0
belfast_01_12,1,12,-5.91091,54.538,0,0,0,0,0,1,3,0,48000.0,1412.0,1412.0,1546.5,16435.125,6834.38,2394.25,4440.13,0.0,,0.0,0.58,medium,0.422,0.088,0.357,0.098,0.238,0.112,0.076,0.18,0.0
belfast_01_13,1,13,-5.897273,54.538,0,0,0,1,0,0,3,500.0,48000.0,925.4,925.4,2139.1,16369.741,6810.852,2349.4,4461.452,0.0,,0.0,0.58,medium,0.415,0.088,0.346,0.098,0.234,0.092,0.066,0.18,0.0
belfast_01_14,1,14,-5.883637,54.538,0,0,0,0,0,0,3,0,48000.0,1127.0,1127.0,2747.1,15859.262,6592.807,2326.6,4266.207,0.0,,0.0,0.58,medium,0.411,0.088,0.341,0.098,0.231,0.085,0.063,0.18,0.0
belfast_01_15,1,15,-5.870001,54.538,0,0,0,0,0,0,3,0,48000.0,1763.3,1763.3,2562.1,14702.295,6102.638,2333.7,3768.938,0.0,,0.0,0.58,medium,0.411,0.088,0.345,0.098,0.231,0.095,0.067,0.18,0.0
belfast_01_16,1,16,-5.856364,54.538,0,0,0,0,0,0,2,0,32000.0,1755.2,1755.2,2670.8,10167.39,4218.791,2367.8,1850.991,0.1635,,0.0,0.58,medium,0.415,0.088,0.357,0.098,0.236,0.117,0.078,0.18,0.0
belfast_01_17,1,17,-5.842728,54.538,0,0,0,0,0,0,2,0,32000.0,1940.6,1940.6,3041.7,8553.463,3546.16,2415.95,1130.21,0.2945,,0.0,0.58,medium,0.422,0.088,0.371,0.098,0.242,0.14,0.09,0.18,0.0
belfast_01_18,1,18,-5.829091,54.538,0,0,0,0,0,0,1,0,16000.0,2450.1,2450.1,3594.6,3812.549,1579.857,2454.0,-874.143,0.6589,,0.0,0.58,medium,0.428,0.088,0.382,0.098,0.248,0.154,0.097,0.18,0.0
belfast_01_19,1,19,-5.815455,54.538,0,0,0,0,0,0,0,0,0,3129.2,3129.2,4259.2,4.057,2.118,2465.4,-2463.282,0.9479,,0.0,0.34,low,0.431,0.088,0.382,0.098,0.249,0.152,0.096,0.18,0.0
belfast_01_20,1,20,-5.801819,54.538,0,0,0,0,0,0,0,0,0,3890.0,3890.0,4991.0,1.259,0.657,2442.4,-2441.743,0.944,,0.0,0.34,low,0.429,0.088,0.371,0.098,0.244,0.135,0.087,0.18,0.0
belfast_01_21,1,21,-5.788182,54.538,0,0,0,0,0,0,0,0,0,4693.1,4693.1,5764.6,0.0,0.0,2392.5,-2392.5,0.935,,0.0,0.34,low,0.422,0.088,0.355,0.098,0.236,0.111,0.075,0.18,0.0
belfast_02_00,2,0,-6.074546,54.550857,0,0,0,0,0,1,5,0,80000.0,1585.1,1586.2,1585.1,25894.802,10733.321,2443.5,8289.821,0.0,,0.0,0.58,medium,0.429,0.088,0.372,0.098,0.245,0.136,0.088,0.18,0.0
belfast_02_01,2,1,-6.06091,54.550857,0,0,0,0,0,1,6,0,96000.0,1210.8,1210.8,1215.3,35738.585,14828.737,2368.95,12459.787,0.0,,0.0,0.58,medium,0.419,0.088,0.337,0.098,0.216,0.112,0.076,0.18,0.0
belfast_02_02,2,2,-6.047273,54.550857,0,0,0,1,0,3,6,500.0,96000.0,766.5,766.5,1411.1,40796.749,16956.426,2322.15,14634.276,0.0,,0.0,0.58,medium,0.412,0.088,0.323,0.098,0.209,0.092,0.066,0.18,0.0
belfast_02_03,2,3,-6.033637,54.550857,0,0,1,1,0,3,8,500.0,128000.0,599.7,599.7,1022.8,52275.386,21776.165,2319.9,19456.265,0.0,,0.0,0.58,medium,0.41,0.088,0.337,0.098,0.227,0.085,0.063,0.18,0.0
belfast_02_04,2,4,-6.020001,54.550857,0,1,7,10,2,2,7,5000.0,112000.0,434.0,434.0,662.0,53115.623,22225.291,2344.4,19880.891,0.0,,0.0,0.58,medium,0.412,0.103,0.339,0.144,0.225,0.095,0.067,0.18,0.017
belfast_02_05,2,5,-6.006364,54.550857,0,0,2,4,0,2,9,2000.0,144000.0,597.8,597.8,1087.3,55508.913,23160.241,2377.5,20782.741,0.0,,0.0,0.58,medium,0.416,0.118,0.334,0.19,0.212,0.116,0.078,0.18,0.128
belfast_02_06,2,6,-5.992728,54.550857,0,0,0,0,0,3,8,0,128000.0,1171.5,1171.5,1790.9,46565.311,19363.251,2406.95,16956.301,0.0,,0.0,0.58,medium,0.421,0.103,0.348,0.144,0.218,0.139,0.09,0.18,0.207
belfast_02_07,2,7,-5.979091,54.550857,0,0,0,1,0,1,8,500.0,128000.0,908.9,908.9,1594.0,42295.338,17559.965,2480.45,15079.515,0.0,,0.0,0.58,medium,0.432,0.118,0.361,0.19,0.225,0.16,0.103,0.18,0.241
belfast_02_08,2,8,-5.965455,54.550857,0,0,0,0,0,1,9,0,144000.0,1352.7,1352.7,1805.8,42831.574,17760.046,2655.25,15104.796,0.0,,0.0,0.58,medium,0.461,0.132,0.398,0.198,0.259,0.209,0.149,0.188,0.226
belfast_02_09,2,9,-5.951819,54.550857,0,0,0,0,0,1,6,0,96000.0,1833.0,1833.0,1844.0,31996.219,13267.97,2837.25,10430.72,0.0,,0.0,0.58,medium,0.492,0.179,0.418,0.225,0.284,0.229,0.172,0.197,0.164
belfast_02_10,2,10,-5.938182,54.550857,0,0,0,3,1,1,5,1500.0,80000.0,955.7,955.7,965.9,29813.74,12392.144,2842.75,9549.394,0.0,,0.0,0.58,medium,0.495,0.167,0.426,0.144,0.293,0.221,0.201,0.202,0.065
belfast_02_11,2,11,-5.924546,54.550857,3,3,3,3,1,1,8,1500.0,128000.0,109.5,109.5,126.7,44029.739,18389.421,2756.0,15633.421,0.0,,0.0,0.58,medium,0.48,0.157,0.418,0.138,0.282,0.192,0.225,0.202,0.0
belfast_02_12,2,12,-5.91091,54.550857,0,1,1,4,1,1,7,2000.0,112000.0,348.3,348.3,805.8,39157.538,16322.447,2567.8,13754.647,0.0,,0.0,0.58,medium,0.449,0.118,0.393,0.115,0.26,0.153,0.198,0.197,0.0
belfast_02_13,2,13,-5.897273,54.550857,0,0,2,3,0,2,7,1500.0,112000.0,507.1,507.1,1683.1,40439.751,16848.868,2393.0,14455.868,0.0,,0.0,0.58,medium,0.421,0.097,0.351,0.103,0.229,0.113,0.12,0.188,0.0
belfast_02_14,2,14,-5.883637,54.550857,0,0,1,2,0,2,7,1000.0,112000.0,510.8,510.8,1395.8,41860.43,17428.917,2368.45,15060.467,0.0,,0.0,0.58,medium,0.415,0.088,0.358,0.098,0.237,0.117,0.078,0.18,0.0
belfast_02_15,2,15,-5.870001,54.550857,0,0,0,0,0,2,6,0,96000.0,1144.3,1150.2,1144.3,37591.873,15627.018,2420.05,13206.968,0.0,,0.0,0.58,medium,0.423,0.088,0.371,0.098,0.243,0.14,0.09,0.18,0.0
belfast_02_16,2,16,-5.856364,54.550857,0,0,0,0,0,2,4,0,64000.0,1366.5,1366.5,1370.3,26913.899,11173.553,2425.45,8748.103,0.0,,0.0,0.58,medium,0.425,0.088,0.357,0.098,0.223,0.154,0.097,0.18,0.0
belfast_02_17,2,17,-5.842728,54.550857,0,0,0,0,0,1,4,0,64000.0,1990.4,1990.4,1999.0,21581.2,8946.578,2458.05,6488.528,0.0,,0.0,0.58,medium,0.43,0.088,0.377,0.098,0.244,0.152,0.096,0.18,0.0
belfast_02_18,2,18,-5.829091,54.550857,0,0,0,0,0,0,4,0,64000.0,2757.9,2757.9,2768.4,16456.04,6816.847,2437.65,4379.197,0.0,,0.0,0.34,low,0.428,0.088,0.37,0.098,0.243,0.135,0.087,0.18,0.0
belfast_02_19,2,19,-5.815455,54.550857,0,0,0,0,0,0,1,0,16000.0,3577.7,3577.7,3589.1,3809.39,1577.307,2394.45,-817.143,0.6486,,0.0,0.34,low,0.422,0.088,0.358,0.098,0.239,0.111,0.075,0.18,0.0
belfast_02_20,2,20,-5.801819,54.550857,0,0,0,0,0,0,0,0,0,4420.8,4420.8,4432.8,0.0,0.0,2348.3,-2348.3,0.927,,0.0,0.34,low,0.415,0.088,0.345,0.098,0.233,0.091,0.066,0.18,0.0
belfast_02_21,2,21,-5.788182,54.550857,0,0,0,0,0,0,0,0,0,4608.0,4608.0,4987.2,0.0,0.0,2321.85,-2321.85,0.9222,,0.0,0.34,low,0.41,0.088,0.34,0.098,0.229,0.085,0.063,0.18,0.0
belfast_03_00,3,0,-6.074546,54.563714,0,0,0,0,0,1,3,0,48000.0,1050.4,1059.6,1050.4,18633.067,7736.5,2349.4,5387.1,0.0,,0.0,0.58,medium,0.415,0.088,0.346,0.098,0.234,0.092,0.066,0.18,0.0
belfast_03_01,3,1,-6.06091,54.563714,0,1,2,2,1,1,5,1000.0,80000.0,261.1,270.3,261.1,34114.343,14190.203,2327.25,11862.953,0.0,,0.0,0.58,medium,0.411,0.088,0.342,0.098,0.232,0.085,0.063,0.18,0.0
belfast_03_02,3,2,-6.047273,54.563714,0,0,0,2,1,2,6,1000.0,96000.0,756.8,756.8,763.0,41053.005,17061.5,2334.35,14727.15,0.0,,0.0,0.58,medium,0.411,0.088,0.346,0.098,0.232,0.095,0.067,0.18,0.0
belfast_03_03,3,3,-6.033637,54.563714,0,0,1,1,0,3,8,500.0,128000.0,633.0,633.0,1208.6,52437.699,21812.954,2364.75,19448.204,0.0,,0.0,0.58,medium,0.415,0.088,0.353,0.098,0.232,0.116,0.078,0.18,0.067
belfast_03_04,3,4,-6.020001,54.563714,0,1,4,4,1,3,9,2000.0,144000.0,253.3,253.3,621.6,61666.545,25693.152,2428.45,23264.702,0.0,,0.0,0.58,medium,0.424,0.118,0.346,0.19,0.216,0.139,0.09,0.18,0.234
belfast_03_05,3,5,-6.006364,54.563714,0,0,0,3,1,4,9,1500.0,144000.0,916.0,916.0,928.1,62800.959,26118.451,2483.05,23635.401,0.0,,0.0,0.58,medium,0.432,0.133,0.353,0.236,0.218,0.154,0.097,0.18,0.383
belfast_03_06,3,6,-5.992728,54.563714,0,0,2,6,2,3,9,3000.0,144000.0,664.5,664.5,691.0,64336.921,26760.466,2694.75,24065.716,0.0,,0.0,0.58,medium,0.466,0.179,0.387,0.337,0.253,0.194,0.131,0.193,0.499
belfast_03_07,3,7,-5.979091,54.563714,3,3,4,4,1,3,15,2000.0,240000.0,175.2,191.5,175.2,86241.121,35886.942,3122.45,32764.492,0.0,,0.0,0.58,medium,0.536,0.284,0.444,0.413,0.303,0.261,0.194,0.276,0.556
belfast_03_08,3,8,-5.965455,54.563714,0,0,0,3,1,3,13,1500.0,208000.0,866.4,875.3,866.4,76486.563,31745.102,3472.2,28272.902,0.0,,0.0,0.58,medium,0.594,0.37,0.489,0.436,0.347,0.311,0.245,0.334,0.531
belfast_03_09,3,9,-5.951819,54.563714,0,0,0,0,0,3,13,0,208000.0,1529.4,1744.1,1529.4,73874.617,30636.384,3686.65,26949.734,0.0,,0.0,0.58,medium,0.631,0.409,0.52,0.387,0.383,0.345,0.282,0.356,0.435
belfast_03_10,3,10,-5.938182,54.563714,0,0,0,0,0,2,18,0,288000.0,1485.3,1485.3,1499.6,88569.782,36738.55,3748.65,32989.9,0.0,,0.0,0.58,medium,0.641,0.403,0.547,0.305,0.405,0.362,0.337,0.34,0.296
belfast_03_11,3,11,-5.924546,54.563714,0,0,0,0,0,2,20,0,320000.0,1173.2,1173.2,1184.7,94555.973,39248.845,3702.3,35546.545,0.0,,0.0,0.58,medium,0.631,0.393,0.553,0.328,0.402,0.357,0.376,0.305,0.135
belfast_03_12,3,12,-5.91091,54.563714,0,0,0,0,0,2,16,0,256000.0,1093.9,1093.9,1451.5,81702.332,33940.49,3509.65,30430.84,0.0,,0.0,0.58,medium,0.599,0.331,0.537,0.288,0.382,0.34,0.36,0.283,0.0
belfast_03_13,3,13,-5.897273,54.563714,0,0,2,2,0,2,14,1000.0,224000.0,732.3,732.3,1209.2,77441.101,32209.859,3250.7,28959.159,0.0,,0.0,0.58,medium,0.557,0.239,0.513,0.223,0.37,0.325,0.295,0.242,0.0
belfast_03_14,3,14,-5.883637,54.563714,1,5,5,6,1,4,11,3000.0,176000.0,233.6,233.6,333.6,74062.158,30901.071,2855.65,28045.421,0.0,,0.0,0.58,medium,0.495,0.127,0.455,0.117,0.323,0.27,0.193,0.211,0.0
belfast_03_15,3,15,-5.870001,54.563714,0,4,5,5,2,4,10,2500.0,160000.0,306.3,307.7,306.3,71067.875,29642.723,2553.75,27088.973,0.0,,0.0,0.58,medium,0.448,0.102,0.379,0.105,0.25,0.176,0.113,0.191,0.0
belfast_03_16,3,16,-5.856364,54.563714,0,0,0,1,1,4,6,500.0,96000.0,799.3,799.3,813.7,47128.303,19606.746,2409.75,17196.996,0.0,,0.0,0.58,medium,0.425,0.088,0.346,0.098,0.218,0.135,0.087,0.18,0.0
belfast_03_17,3,17,-5.842728,54.563714,0,0,0,0,0,1,7,0,112000.0,1653.0,1653.0,1667.2,39152.772,16243.713,2387.75,13855.963,0.0,,0.0,0.58,medium,0.421,0.088,0.354,0.098,0.235,0.111,0.075,0.18,0.0
belfast_03_18,3,18,-5.829091,54.563714,0,0,0,0,0,0,6,0,96000.0,2376.9,2376.9,2539.0,27991.986,11600.245,2344.2,9256.045,0.0,,0.0,0.58,medium,0.414,0.088,0.345,0.098,0.232,0.091,0.066,0.18,0.0
belfast_03_19,3,19,-5.815455,54.563714,0,0,0,0,0,0,4,0,64000.0,3095.9,3095.9,3337.7,15734.273,6518.293,2323.15,4195.143,0.0,,0.0,0.34,low,0.41,0.088,0.342,0.098,0.232,0.085,0.063,0.18,0.0
belfast_03_20,3,20,-5.801819,54.563714,0,0,0,0,0,0,2,0,32000.0,3372.5,3372.5,3389.8,7738.118,3206.008,2335.65,870.358,0.3418,,0.0,0.34,low,0.411,0.088,0.348,0.098,0.234,0.095,0.068,0.18,0.0
belfast_03_21,3,21,-5.788182,54.563714,0,0,0,0,0,0,2,0,32000.0,3189.6,3189.6,3597.6,7516.152,3113.779,2373.2,740.579,0.3653,,0.0,0.34,low,0.416,0.088,0.359,0.098,0.237,0.117,0.079,0.18,0.0
belfast_04_00,4,0,-6.074546,54.576572,0,0,0,0,0,1,2,0,32000.0,1186.4,1186.4,1932.5,12326.971,5123.414,2331.55,2791.864,0.0,,0.0,0.58,medium,0.41,0.088,0.348,0.098,0.234,0.095,0.067,0.18,0.0
belfast_04_01,4,1,-6.06091,54.576572,0,0,0,1,0,1,3,500.0,48000.0,810.0,810.0,1643.0,19372.713,8054.558,2369.3,5685.258,0.0,,0.0,0.58,medium,0.415,0.088,0.36,0.098,0.239,0.116,0.078,0.18,0.0
belfast_04_02,4,2,-6.047273,54.576572,0,0,0,0,0,2,5,0,80000.0,1023.7,1023.7,1281.9,30394.067,12628.495,2420.25,10208.245,0.0,,0.0,0.58,medium,0.423,0.088,0.372,0.098,0.243,0.139,0.09,0.18,0.0
belfast_04_03,4,3,-6.033637,54.576572,0,2,3,3,1,1,7,1500.0,112000.0,428.0,428.0,432.3,44599.169,18566.629,2450.75,16115.879,0.0,,0.0,0.58,medium,0.428,0.088,0.377,0.098,0.243,0.154,0.097,0.18,0.169
belfast_04_04,4,4,-6.020001,54.576572,0,1,3,3,1,2,8,1500.0,128000.0,468.7,468.7,528.0,52729.511,21935.629,2455.55,19480.079,0.0,,0.0,0.58,medium,0.43,0.103,0.357,0.144,0.223,0.152,0.096,0.18,0.362
belfast_04_05,4,5,-6.006364,54.576572,0,0,0,0,0,3,11,0,176000.0,1029.7,1029.7,1072.7,66085.195,27437.929,2565.25,24872.679,0.0,,0.0,0.58,medium,0.449,0.139,0.372,0.204,0.252,0.145,0.088,0.211,0.552
belfast_04_06,4,6,-5.992728,54.576572,0,0,1,5,2,4,13,2500.0,208000.0,694.7,694.7,744.6,82852.406,34417.829,2995.35,31422.479,0.0,,0.0,0.58,medium,0.519,0.25,0.42,0.328,0.289,0.221,0.16,0.335,0.734
belfast_04_07,4,7,-5.979091,54.576572,0,0,0,3,2,5,16,1500.0,256000.0,853.7,853.7,854.2,103210.297,42855.888,3576.65,39279.238,0.0,,0.0,0.58,medium,0.611,0.427,0.488,0.528,0.345,0.301,0.235,0.449,0.868
belfast_04_08,4,8,-5.965455,54.576572,0,0,0,0,1,5,18,0,288000.0,214.5,1142.6,214.5,120023.908,49825.988,4058.85,45767.138,0.0,,0.0,0.58,medium,0.689,0.534,0.561,0.532,0.405,0.39,0.314,0.538,0.799
belfast_04_09,4,9,-5.951819,54.576572,0,0,3,3,2,7,22,1500.0,352000.0,539.0,539.0,554.2,141309.293,58706.432,4550.75,54155.682,0.0,,0.0,0.58,medium,0.767,0.646,0.638,0.602,0.47,0.487,0.404,0.576,0.626
belfast_04_10,4,10,-5.938182,54.576572,0,0,0,9,2,6,24,4500.0,384000.0,888.5,888.5,896.8,149590.429,62164.297,4906.05,57258.247,0.0,,0.0,0.58,medium,0.821,0.734,0.698,0.73,0.504,0.561,0.495,0.545,0.438
belfast_04_11,4,11,-5.924546,54.576572,4,6,6,6,1,5,27,3000.0,432000.0,215.1,215.1,240.7,158919.648,66143.181,4876.6,61266.581,0.0,,0.0,0.58,medium,0.815,0.687,0.719,0.699,0.515,0.593,0.521,0.527,0.246
belfast_04_12,4,12,-5.91091,54.576572,0,1,1,11,1,3,26,5500.0,416000.0,396.0,396.0,872.5,148135.518,61594.768,4641.55,56953.218,0.0,,0.0,0.58,medium,0.777,0.567,0.718,0.575,0.526,0.605,0.507,0.5,0.053
belfast_04_13,4,13,-5.897273,54.576572,4,4,8,10,1,5,26,5000.0,416000.0,125.9,125.9,658.7,142792.896,59481.838,4266.5,55215.338,0.0,,0.0,0.58,medium,0.718,0.469,0.663,0.504,0.488,0.541,0.435,0.437,0.0
belfast_04_14,4,14,-5.883637,54.576572,1,1,1,9,1,5,19,4500.0,304000.0,119.4,119.4,988.5,114838.349,47818.198,3700.3,44117.898,0.0,,0.0,0.58,medium,0.63,0.33,0.577,0.335,0.42,0.425,0.34,0.341,0.0
belfast_04_15,4,15,-5.870001,54.576572,5,5,7,9,2,5,14,4500.0,224000.0,54.7,54.7,117.6,98933.852,41327.785,3046.1,38281.685,0.0,,0.0,0.58,medium,0.528,0.186,0.468,0.195,0.339,0.282,0.223,0.229,0.0
belfast_04_16,4,16,-5.856364,54.576572,1,2,4,8,2,4,10,4000.0,160000.0,140.3,140.3,749.5,69697.334,29065.906,2488.3,26577.606,0.0,,0.0,0.58,medium,0.439,0.104,0.362,0.106,0.251,0.134,0.1,0.193,0.0
